Request_ID,Customer_ID,Account_ID,Request_Type,Created_Date,Assigned_Team,Priority,SLA_Hours,Resolved_Date,Status,Resolution_Hours,Escalation_Flag
SR0006766,C003905,A0003506,Address Change,2024-01-18 00:00:00,KYC Team,Low,48,2024-01-18 17:00:00,Closed,17.0,No
SR0006767,C003202,A0001992,Address Change,2025-12-29 07:00:00,Account Ops,Medium,24,2025-12-29 15:00:00,Resolved,8.0,No
SR0006768,C004402,A0003367,Debit Card Request,2025-05-27 17:00:00,KYC Team,Medium,72,2025-05-29 08:00:00,Closed,39.0,No
SR0006769,C004399,A0006120,Account Activation,2025-03-15 17:00:00,KYC Team,Low,72,2025-03-16 11:00:00,Resolved,18.0,No
SR0006770,C004077,A0005204,Email Update,2025-07-01 22:00:00,Account Ops,Medium,48,2025-07-02 09:00:00,Closed,11.0,No
SR0006771,C000437,A0006330,Debit Card Request,2025-04-03 15:00:00,Account Ops,Medium,48,2025-04-04 09:00:00,Resolved,18.0,No
SR0006772,C002036,A0005764,Name Change,2025-12-24 09:00:00,Customer Service,Low,24,2025-12-26 01:00:00,Resolved,40.0,Yes
SR0006773,C000263,A0000151,Address Change,2024-06-04 12:00:00,Customer Service,Medium,24,2024-06-04 21:00:00,Resolved,9.0,No
SR0006774,C003454,A0002549,Debit Card Request,2026-06-10 15:00:00,Customer Service,Medium,72,2026-06-11 12:00:00,Resolved,21.0,No
SR0006775,C001781,A0002236,Email Update,2026-05-19 07:00:00,Customer Service,High,24,2026-05-19 20:00:00,Resolved,13.0,No
SR0006776,C003932,A0006163,Debit Card Request,2025-10-07 16:00:00,KYC Team,High,72,2025-10-11 11:00:00,Closed,91.0,Yes
SR0006777,C000947,A0001823,Address Change,2025-06-13 07:00:00,Cards Team,Medium,72,,Pending,,No
SR0006778,C003872,A0004398,Debit Card Request,2025-03-04 11:00:00,Customer Service,Low,48,2025-03-05 00:00:00,Closed,13.0,Yes
SR0006779,C004944,A0004710,Address Change,2024-01-14 21:00:00,Account Ops,High,48,2024-01-17 17:00:00,Resolved,68.0,Yes
SR0006780,C000870,A0000885,Address Change,2024-10-18 18:00:00,Customer Service,Medium,24,2024-10-20 10:00:00,Resolved,40.0,Yes
SR0006781,C003764,A0002663,Account Activation,2024-05-04 07:00:00,Customer Service,Low,48,2024-05-04 08:00:00,Resolved,1.0,No
SR0006782,C002035,A0001552,Debit Card Request,2024-12-19 13:00:00,KYC Team,Medium,24,,In Progress,,No
SR0006783,C002658,A0005661,Account Closure,2025-06-16 11:00:00,Branch Ops,Medium,48,2025-06-17 07:00:00,Resolved,20.0,No
SR0006784,C003797,A0004844,Name Change,2024-03-29 17:00:00,Cards Team,Medium,24,2024-03-31 12:00:00,Closed,43.0,Yes
SR0006785,C001559,A0000253,Mobile Update,2026-06-01 16:00:00,Account Ops,Low,48,2026-06-01 21:00:00,Resolved,5.0,No
SR0006786,C002314,A0004273,Name Change,2025-04-26 01:00:00,Branch Ops,Medium,72,2025-04-26 05:00:00,Resolved,4.0,No
SR0006787,C000567,A0003872,Name Change,2024-12-29 19:00:00,Cards Team,Low,48,2024-12-30 22:00:00,Resolved,27.0,No
SR0006788,C003349,A0001694,Address Change,2025-12-27 17:00:00,KYC Team,Low,48,2025-12-30 06:00:00,Resolved,61.0,Yes
SR0006789,C002644,A0000658,Email Update,2024-02-14 03:00:00,Cards Team,Medium,48,2024-02-15 16:00:00,Resolved,37.0,No
SR0006790,C002866,A0001542,Email Update,2024-06-04 00:00:00,KYC Team,High,48,2024-06-05 18:00:00,Resolved,42.0,No
SR0006791,C000631,A0002138,Email Update,2026-05-31 11:00:00,Cards Team,Medium,48,2026-06-01 23:00:00,Resolved,36.0,No
SR0006792,C002075,A0006225,Email Update,2024-04-06 00:00:00,Branch Ops,High,24,2024-04-07 05:00:00,Resolved,29.0,Yes
SR0006793,C003171,A0002838,Email Update,2026-03-17 03:00:00,Branch Ops,Low,24,2026-03-18 14:00:00,Resolved,35.0,Yes
SR0006794,C002171,A0002563,Address Change,2026-04-08 14:00:00,Customer Service,High,48,,Pending,,No
SR0006795,C000762,A0001634,Account Closure,2026-03-28 08:00:00,Account Ops,Medium,48,2026-03-29 08:00:00,Resolved,24.0,No
SR0006796,C004879,A0000806,Email Update,2025-06-24 21:00:00,Cards Team,Low,48,2025-06-25 07:00:00,Resolved,10.0,No
SR0006797,C002961,A0000421,KYC Update,2024-05-03 06:00:00,Cards Team,Medium,48,2024-05-03 16:00:00,Resolved,10.0,No
SR0006798,C001789,A0002265,Mobile Update,2026-05-20 02:00:00,Cards Team,Medium,48,2026-05-22 22:00:00,Closed,68.0,Yes
SR0006799,C003296,A0003441,Debit Card Request,2024-01-16 21:00:00,KYC Team,Medium,48,2024-01-17 06:00:00,Closed,9.0,No
SR0006800,C003579,A0002734,Debit Card Request,2024-09-25 23:00:00,Cards Team,Medium,48,2024-09-27 04:00:00,Resolved,29.0,No
SR0006801,C000137,A0005539,Debit Card Request,2025-12-04 09:00:00,Account Ops,Low,24,2025-12-06 01:00:00,Resolved,40.0,Yes
SR0006802,C002718,A0001418,Address Change,2025-04-01 04:00:00,Account Ops,Medium,24,2025-04-01 22:00:00,Resolved,18.0,No
SR0006803,C001252,A0004352,Mobile Update,2024-01-24 21:00:00,Account Ops,Medium,48,2024-01-25 04:00:00,Resolved,7.0,No
SR0006804,C000274,A0003034,Email Update,2024-05-16 19:00:00,KYC Team,High,72,2024-05-17 20:00:00,Resolved,25.0,No
SR0006805,C001141,A0002951,Address Change,2024-09-07 14:00:00,KYC Team,Low,48,,In Progress,,No
SR0006806,C000038,A0006126,Email Update,2024-12-10 00:00:00,Cards Team,Medium,24,2024-12-11 13:00:00,Closed,37.0,Yes
SR0006807,C001234,A0006017,Address Change,2024-06-10 04:00:00,Account Ops,High,24,2024-06-10 12:00:00,Resolved,8.0,No
SR0006808,C000589,A0000581,Address Change,2024-11-28 09:00:00,Customer Service,Low,24,2024-11-30 10:00:00,Resolved,49.0,Yes
SR0006809,C004591,A0000792,KYC Update,2026-04-19 18:00:00,Cards Team,Medium,48,2026-04-23 17:00:00,Resolved,95.0,Yes
SR0006810,C004263,A0004751,Debit Card Request,2026-05-30 10:00:00,Branch Ops,Medium,24,2026-06-01 07:00:00,Closed,45.0,Yes
SR0006811,C001316,A0003792,Mobile Update,2026-04-14 22:00:00,KYC Team,Medium,48,2026-04-17 09:00:00,Resolved,59.0,Yes
SR0006812,C000059,A0003858,Address Change,2024-01-23 13:00:00,Customer Service,Medium,72,2024-01-26 00:00:00,Resolved,59.0,No
SR0006813,C003274,A0001372,KYC Update,2025-05-19 10:00:00,Cards Team,Medium,48,,In Progress,,No
SR0006814,C003990,A0003206,KYC Update,2024-11-13 21:00:00,Branch Ops,Medium,72,2024-11-15 16:00:00,Closed,43.0,No
SR0006815,C003375,A0002062,Debit Card Request,2026-04-12 21:00:00,Customer Service,Medium,72,,In Progress,,No
SR0006816,C001895,A0000523,Address Change,2025-09-23 19:00:00,Branch Ops,Medium,24,2025-09-24 21:00:00,Resolved,26.0,Yes
SR0006817,C003686,A0001407,Debit Card Request,2025-10-29 08:00:00,Customer Service,Low,24,2025-10-30 03:00:00,Resolved,19.0,No
SR0006818,C001736,A0001044,Address Change,2024-02-10 13:00:00,KYC Team,Medium,72,2024-02-10 21:00:00,Resolved,8.0,No
SR0006819,C003376,A0004971,Debit Card Request,2024-07-25 23:00:00,KYC Team,Medium,48,2024-07-27 04:00:00,Closed,29.0,No
SR0006820,C001255,A0004044,Name Change,2025-01-06 11:00:00,Customer Service,Medium,48,2025-01-07 09:00:00,Resolved,22.0,No
SR0006821,C004663,A0000190,Debit Card Request,2024-09-24 02:00:00,Cards Team,High,24,2024-09-26 00:00:00,Resolved,46.0,Yes
SR0006822,C000238,A0001039,KYC Update,2024-02-23 14:00:00,Cards Team,Low,24,2024-02-24 14:00:00,Resolved,24.0,No
SR0006823,C001752,A0001578,Account Activation,2025-03-20 07:00:00,Customer Service,Low,48,2025-03-22 01:00:00,Resolved,42.0,No
SR0006824,C000869,A0001283,Name Change,2024-02-10 10:00:00,Account Ops,Medium,48,2024-02-12 17:00:00,Resolved,55.0,Yes
SR0006825,C000309,A0000523,Debit Card Request,2024-08-20 04:00:00,Customer Service,Medium,24,2024-08-22 03:00:00,Resolved,47.0,Yes
SR0006826,C000195,A0003476,KYC Update,2024-05-27 22:00:00,Customer Service,Medium,24,2024-05-29 07:00:00,Resolved,33.0,Yes
SR0006827,C001157,A0006208,KYC Update,2024-02-26 22:00:00,Customer Service,Medium,48,,In Progress,,No
SR0006828,C000993,A0005302,KYC Update,2026-05-15 16:00:00,Branch Ops,Medium,24,2026-05-16 06:00:00,Resolved,14.0,No
SR0006829,C003008,A0004841,Address Change,2024-08-05 19:00:00,Customer Service,Medium,24,2024-08-07 05:00:00,Resolved,34.0,Yes
SR0006830,C001967,A0001621,Debit Card Request,2026-03-17 11:00:00,Account Ops,Medium,24,2026-03-18 03:00:00,Resolved,16.0,No
SR0006831,C001082,A0005356,Email Update,2026-03-07 11:00:00,Customer Service,Medium,48,,Pending,,No
SR0006832,C002690,A0004003,KYC Update,2025-04-08 01:00:00,Account Ops,Low,48,2025-04-08 08:00:00,Resolved,7.0,No
SR0006833,C001951,A0001635,Mobile Update,2025-03-17 13:00:00,KYC Team,Low,24,2025-03-19 17:00:00,Resolved,52.0,Yes
SR0006834,C002345,A0003818,Address Change,2026-06-08 12:00:00,Branch Ops,Medium,48,2026-06-09 13:00:00,Resolved,25.0,No
SR0006835,C000159,A0001477,Name Change,2025-01-20 05:00:00,Customer Service,Medium,48,2025-01-20 09:00:00,Resolved,4.0,No
SR0006836,C001651,A0006033,Account Closure,2026-03-22 13:00:00,Customer Service,Medium,48,2026-03-23 21:00:00,Resolved,32.0,No
SR0006837,C003144,A0004111,Debit Card Request,2024-12-14 00:00:00,Customer Service,Low,24,2024-12-16 10:00:00,Closed,58.0,Yes
SR0006838,C003236,A0002273,Address Change,2025-01-20 23:00:00,KYC Team,Low,48,2025-01-21 19:00:00,Resolved,20.0,No
SR0006839,C002304,A0005645,Debit Card Request,2024-07-06 14:00:00,Cards Team,Low,48,2024-07-09 03:00:00,Resolved,61.0,Yes
SR0006840,C002568,A0002511,Debit Card Request,2025-02-25 17:00:00,Customer Service,Low,72,2025-02-26 08:00:00,Resolved,15.0,No
SR0006841,C003998,A0004000,KYC Update,2024-01-17 19:00:00,Customer Service,Medium,24,2024-01-19 10:00:00,Resolved,39.0,Yes
SR0006842,C000204,A0002908,Account Closure,2024-05-06 13:00:00,Customer Service,Medium,48,2024-05-07 22:00:00,Resolved,33.0,No
SR0006843,C004041,A0004188,Address Change,2026-04-22 00:00:00,Branch Ops,Low,72,2026-04-23 12:00:00,Resolved,36.0,No
SR0006844,C004103,A0003850,KYC Update,2024-01-18 03:00:00,Customer Service,Low,48,2024-01-19 09:00:00,Closed,30.0,No
SR0006845,C002026,A0003024,Mobile Update,2024-09-01 18:00:00,Branch Ops,High,24,2024-09-04 02:00:00,Resolved,56.0,Yes
SR0006846,C003045,A0003831,Address Change,2026-02-01 05:00:00,Cards Team,Low,72,2026-02-04 14:00:00,Closed,81.0,Yes
SR0006847,C002152,A0002073,Name Change,2025-01-23 02:00:00,Customer Service,Medium,24,2025-01-24 06:00:00,Resolved,28.0,Yes
SR0006848,C002306,A0005382,Debit Card Request,2025-08-05 22:00:00,Branch Ops,Medium,24,2025-08-06 10:00:00,Closed,12.0,No
SR0006849,C003225,A0004771,Account Closure,2025-02-08 17:00:00,KYC Team,Medium,48,2025-02-09 08:00:00,Closed,15.0,No
SR0006850,C003706,A0002623,KYC Update,2024-07-03 21:00:00,Account Ops,Medium,48,,Pending,,No
SR0006851,C001192,A0002894,KYC Update,2025-05-01 02:00:00,Cards Team,Medium,24,2025-05-01 13:00:00,Resolved,11.0,No
SR0006852,C001370,A0000292,KYC Update,2024-12-24 08:00:00,Cards Team,Medium,48,2024-12-26 07:00:00,Closed,47.0,No
SR0006853,C001403,A0001918,Mobile Update,2024-03-02 16:00:00,Cards Team,Low,72,2024-03-03 10:00:00,Resolved,18.0,No
SR0006854,C000231,A0005276,Account Activation,2025-01-06 18:00:00,Cards Team,Low,48,2025-01-09 03:00:00,Closed,57.0,Yes
SR0006855,C001089,A0002220,KYC Update,2025-10-01 15:00:00,Account Ops,Medium,24,2025-10-02 05:00:00,Resolved,14.0,No
SR0006856,C003047,A0004229,Account Activation,2026-05-21 16:00:00,Customer Service,Medium,48,2026-05-24 13:00:00,Resolved,69.0,Yes
SR0006857,C001330,A0005720,Account Closure,2024-08-11 01:00:00,Account Ops,Low,24,2024-08-11 20:00:00,Resolved,19.0,No
SR0006858,C004719,A0005207,KYC Update,2025-09-23 02:00:00,Customer Service,Medium,48,,Pending,,No
SR0006859,C004279,A0003937,KYC Update,2024-08-24 07:00:00,Account Ops,Medium,24,2024-08-24 20:00:00,Closed,13.0,No
SR0006860,C002128,A0006021,Address Change,2025-06-10 19:00:00,Customer Service,Medium,48,2025-06-11 10:00:00,Resolved,15.0,No
SR0006861,C001675,A0006008,Mobile Update,2025-01-31 18:00:00,Customer Service,Low,72,2025-02-01 14:00:00,Resolved,20.0,No
SR0006862,C001349,A0001129,Email Update,2025-08-24 20:00:00,Branch Ops,Low,72,2025-08-26 03:00:00,Closed,31.0,No
SR0006863,C001950,A0005393,Debit Card Request,2025-08-09 00:00:00,Customer Service,Medium,48,2025-08-10 15:00:00,Closed,39.0,No
SR0006864,C001064,A0006150,Email Update,2024-04-30 01:00:00,KYC Team,Low,48,2024-05-02 07:00:00,Resolved,54.0,Yes
SR0006865,C004943,A0004838,Address Change,2026-05-23 12:00:00,Branch Ops,Low,24,2026-05-24 04:00:00,Closed,16.0,No
SR0006866,C001580,A0000922,Account Activation,2025-10-31 05:00:00,Cards Team,Medium,48,2025-11-02 07:00:00,Resolved,50.0,Yes
SR0006867,C004749,A0006283,Account Activation,2024-05-30 13:00:00,Cards Team,Medium,24,2024-05-31 11:00:00,Resolved,22.0,No
SR0006868,C004070,A0004908,Address Change,2025-07-10 11:00:00,KYC Team,Medium,48,2025-07-10 21:00:00,Resolved,10.0,No
SR0006869,C001016,A0004327,KYC Update,2025-11-06 01:00:00,Customer Service,Medium,24,2025-11-07 16:00:00,Resolved,39.0,Yes
SR0006870,C003748,A0002731,Account Activation,2025-02-28 10:00:00,Account Ops,Medium,72,2025-03-01 20:00:00,Resolved,34.0,No
SR0006871,C004168,A0005001,Mobile Update,2026-02-03 22:00:00,Account Ops,Low,48,,In Progress,,No
SR0006872,C003020,A0001395,Email Update,2024-11-13 03:00:00,Account Ops,Low,24,2024-11-15 11:00:00,Resolved,56.0,Yes
SR0006873,C004111,A0001158,Email Update,2026-01-28 07:00:00,Cards Team,Low,48,2026-01-30 03:00:00,Resolved,44.0,Yes
SR0006874,C003136,A0004262,Address Change,2025-09-13 22:00:00,KYC Team,High,24,2025-09-15 13:00:00,Resolved,39.0,Yes
SR0006875,C004309,A0005367,Address Change,2025-06-15 11:00:00,Branch Ops,Low,48,2025-06-17 06:00:00,Resolved,43.0,No
SR0006876,C004688,A0003601,Account Closure,2025-12-05 10:00:00,KYC Team,Medium,24,2025-12-07 08:00:00,Resolved,46.0,Yes
SR0006877,C000225,A0001651,Mobile Update,2024-06-03 16:00:00,Cards Team,Medium,72,2024-06-05 19:00:00,Resolved,51.0,No
SR0006878,C003419,A0006455,Debit Card Request,2024-03-03 22:00:00,Branch Ops,Medium,24,2024-03-07 01:00:00,Resolved,75.0,Yes
SR0006879,C003312,A0000074,Account Activation,2024-11-25 00:00:00,Account Ops,Medium,48,2024-11-25 16:00:00,Resolved,16.0,No
SR0006880,C000245,A0002719,Mobile Update,2024-08-12 12:00:00,KYC Team,Medium,24,2024-08-14 00:00:00,Resolved,36.0,Yes
SR0006881,C004098,A0005260,Debit Card Request,2024-03-25 07:00:00,Cards Team,Low,72,2024-03-26 06:00:00,Resolved,23.0,No
SR0006882,C000911,A0004905,Account Closure,2024-04-04 11:00:00,Account Ops,Medium,48,,Pending,,No
SR0006883,C002290,A0002285,Account Activation,2025-09-25 20:00:00,Cards Team,Medium,48,2025-09-26 16:00:00,Resolved,20.0,No
SR0006884,C004518,A0001929,Email Update,2024-12-06 22:00:00,Cards Team,Low,24,2024-12-07 11:00:00,Resolved,13.0,No
SR0006885,C004451,A0000653,Email Update,2024-01-15 06:00:00,Customer Service,Low,48,2024-01-16 06:00:00,Resolved,24.0,No
SR0006886,C003745,A0002699,Debit Card Request,2024-07-13 03:00:00,KYC Team,Medium,72,2024-07-15 01:00:00,Closed,46.0,No
SR0006887,C004342,A0004281,Address Change,2024-12-07 15:00:00,Branch Ops,Medium,72,2024-12-08 11:00:00,Resolved,20.0,No
SR0006888,C001887,A0004348,Address Change,2025-10-07 09:00:00,Cards Team,Low,24,2025-10-10 21:00:00,Resolved,84.0,Yes
SR0006889,C002233,A0004884,Mobile Update,2024-09-16 01:00:00,Account Ops,Medium,72,2024-09-18 01:00:00,Resolved,48.0,No
SR0006890,C002910,A0006470,Address Change,2024-11-21 16:00:00,Account Ops,Low,72,,Pending,,No
SR0006891,C004082,A0005741,Mobile Update,2025-08-18 02:00:00,KYC Team,Medium,72,2025-08-19 05:00:00,Closed,27.0,No
SR0006892,C003907,A0000317,Debit Card Request,2025-12-16 14:00:00,Customer Service,Medium,24,2025-12-17 05:00:00,Closed,15.0,No
SR0006893,C002970,A0004231,Debit Card Request,2026-04-04 03:00:00,Account Ops,Medium,48,2026-04-06 10:00:00,Resolved,55.0,Yes
SR0006894,C002189,A0002430,Debit Card Request,2024-04-07 08:00:00,Customer Service,Medium,48,2024-04-09 16:00:00,Resolved,56.0,Yes
SR0006895,C003786,A0004184,Account Activation,2025-03-08 21:00:00,Cards Team,Medium,24,2025-03-09 08:00:00,Resolved,11.0,No
SR0006896,C004873,A0001125,Account Activation,2024-01-13 06:00:00,Cards Team,Medium,48,2024-01-13 16:00:00,Resolved,10.0,No
SR0006897,C000601,A0005478,Account Activation,2025-08-02 21:00:00,Account Ops,Low,48,2025-08-03 18:00:00,Resolved,21.0,No
SR0006898,C000010,A0001248,KYC Update,2024-11-01 15:00:00,Account Ops,High,72,2024-11-04 15:00:00,Resolved,72.0,No
SR0006899,C000332,A0000640,Mobile Update,2025-11-08 15:00:00,Account Ops,Medium,48,2025-11-10 19:00:00,Resolved,52.0,Yes
SR0006900,C002542,A0005925,Mobile Update,2026-03-23 14:00:00,Account Ops,Medium,24,2026-03-24 08:00:00,Resolved,18.0,No
SR0006901,C002950,A0001946,Account Activation,2026-05-28 09:00:00,Branch Ops,Low,72,2026-05-31 06:00:00,Resolved,69.0,No
SR0006902,C003770,A0001409,Debit Card Request,2025-01-16 03:00:00,Account Ops,Low,24,,Pending,,No
SR0006903,C004477,A0004114,Address Change,2024-11-09 18:00:00,KYC Team,Low,24,2024-11-11 03:00:00,Resolved,33.0,Yes
SR0006904,C001965,A0001321,Account Closure,2024-09-27 22:00:00,KYC Team,Medium,48,2024-09-28 23:00:00,Resolved,25.0,No
SR0006905,C004618,A0002101,Address Change,2024-07-12 11:00:00,Branch Ops,Medium,48,2024-07-13 03:00:00,Closed,16.0,No
SR0006906,C002695,A0002581,Email Update,2024-11-18 04:00:00,KYC Team,Low,48,2024-11-19 18:00:00,Closed,38.0,No
SR0006907,C000426,A0005232,KYC Update,2025-03-30 04:00:00,KYC Team,High,48,2025-04-01 08:00:00,Resolved,52.0,Yes
SR0006908,C000848,A0005331,Debit Card Request,2024-04-13 10:00:00,Branch Ops,High,24,2024-04-14 15:00:00,Resolved,29.0,Yes
SR0006909,C001266,A0003831,KYC Update,2024-02-18 17:00:00,Branch Ops,Low,48,2024-02-19 12:00:00,Closed,19.0,No
SR0006910,C000888,A0002701,Email Update,2026-06-11 21:00:00,Account Ops,Medium,24,2026-06-13 00:00:00,Resolved,27.0,Yes
SR0006911,C003289,A0002142,KYC Update,2024-02-26 05:00:00,Cards Team,Low,24,2024-02-26 23:00:00,Closed,18.0,No
SR0006912,C001092,A0002890,KYC Update,2026-05-24 16:00:00,KYC Team,Low,48,2026-05-27 15:00:00,Resolved,71.0,Yes
SR0006913,C003832,A0005825,Account Activation,2024-02-21 23:00:00,Branch Ops,Medium,24,,In Progress,,No
SR0006914,C004081,A0001741,Debit Card Request,2025-03-21 03:00:00,Cards Team,High,72,2025-03-22 05:00:00,Resolved,26.0,No
SR0006915,C003544,A0004574,KYC Update,2025-01-11 10:00:00,Cards Team,Medium,24,2025-01-12 07:00:00,Resolved,21.0,No
SR0006916,C004960,A0000499,KYC Update,2025-02-10 15:00:00,Customer Service,Medium,48,2025-02-12 02:00:00,Resolved,35.0,No
SR0006917,C003554,A0003199,Mobile Update,2026-03-01 12:00:00,KYC Team,Medium,48,2026-03-04 07:00:00,Resolved,67.0,Yes
SR0006918,C004456,A0002693,KYC Update,2024-07-28 20:00:00,Account Ops,High,48,,Pending,,No
SR0006919,C000066,A0002236,Address Change,2026-03-02 18:00:00,Customer Service,Medium,48,2026-03-03 16:00:00,Resolved,22.0,Yes
SR0006920,C000142,A0006270,Account Activation,2026-01-20 00:00:00,Account Ops,Medium,72,2026-01-20 12:00:00,Resolved,12.0,No
SR0006921,C001134,A0001708,Email Update,2024-10-20 02:00:00,KYC Team,Low,48,2024-10-20 23:00:00,Closed,21.0,No
SR0006922,C001539,A0001662,Email Update,2024-08-14 00:00:00,Account Ops,Low,48,2024-08-15 06:00:00,Closed,30.0,No
SR0006923,C000647,A0002632,Debit Card Request,2025-10-29 10:00:00,Branch Ops,Medium,24,2025-10-31 22:00:00,Resolved,60.0,Yes
SR0006924,C004014,A0000633,KYC Update,2025-04-23 19:00:00,Cards Team,Low,24,2025-04-25 18:00:00,Resolved,47.0,Yes
SR0006925,C002907,A0005415,Email Update,2025-06-02 18:00:00,Cards Team,Medium,48,2025-06-03 01:00:00,Resolved,7.0,No
SR0006926,C002145,A0003108,Address Change,2024-09-26 16:00:00,Account Ops,High,24,2024-09-28 10:00:00,Resolved,42.0,Yes
SR0006927,C003704,A0002924,Debit Card Request,2025-07-10 19:00:00,Cards Team,Medium,24,,Pending,,Yes
SR0006928,C000349,A0002071,KYC Update,2024-12-30 13:00:00,Account Ops,Medium,48,2024-12-31 08:00:00,Closed,19.0,No
SR0006929,C004887,A0005224,Account Activation,2024-03-18 05:00:00,KYC Team,Medium,24,2024-03-21 08:00:00,Resolved,75.0,Yes
SR0006930,C003700,A0005671,Account Activation,2025-07-17 05:00:00,Account Ops,Low,24,2025-07-18 02:00:00,Closed,21.0,No
SR0006931,C002575,A0000447,Debit Card Request,2024-06-12 04:00:00,Branch Ops,Medium,24,2024-06-13 10:00:00,Resolved,30.0,Yes
SR0006932,C000815,A0001127,Email Update,2024-11-29 12:00:00,Customer Service,Medium,72,,In Progress,,No
SR0006933,C003065,A0000473,Address Change,2024-04-18 23:00:00,Customer Service,Medium,72,2024-04-19 06:00:00,Resolved,7.0,No
SR0006934,C001296,A0002112,Account Activation,2024-12-17 20:00:00,KYC Team,Medium,72,2024-12-20 09:00:00,Resolved,61.0,No
SR0006935,C000279,A0001168,Email Update,2026-03-10 07:00:00,Customer Service,Medium,48,2026-03-12 06:00:00,Resolved,47.0,No
SR0006936,C003451,A0004117,Mobile Update,2024-04-15 11:00:00,Cards Team,Low,24,,Pending,,No
SR0006937,C003157,A0004278,Address Change,2024-06-03 02:00:00,Branch Ops,Medium,72,2024-06-04 23:00:00,Resolved,45.0,No
SR0006938,C001334,A0002042,Account Activation,2024-04-21 18:00:00,Account Ops,Medium,24,,In Progress,,No
SR0006939,C002983,A0002596,KYC Update,2025-04-13 06:00:00,Account Ops,Medium,24,2025-04-13 17:00:00,Resolved,11.0,Yes
SR0006940,C002326,A0000684,Address Change,2024-03-12 06:00:00,Branch Ops,Low,48,2024-03-13 00:00:00,Resolved,18.0,No
SR0006941,C004838,A0004486,Debit Card Request,2024-12-07 03:00:00,KYC Team,Medium,48,2024-12-07 16:00:00,Resolved,13.0,No
SR0006942,C002524,A0004763,Address Change,2026-03-14 20:00:00,Branch Ops,Low,24,2026-03-17 16:00:00,Resolved,68.0,Yes
SR0006943,C004047,A0006107,Address Change,2024-12-05 11:00:00,Branch Ops,Medium,72,2024-12-06 00:00:00,Resolved,13.0,No
SR0006944,C000200,A0001270,Email Update,2025-08-13 13:00:00,Branch Ops,Medium,72,,Pending,,Yes
SR0006945,C000576,A0000216,Debit Card Request,2024-10-22 09:00:00,Customer Service,High,48,2024-10-22 20:00:00,Resolved,11.0,No
SR0006946,C003117,A0002725,Email Update,2025-06-06 21:00:00,Cards Team,Medium,72,2025-06-07 18:00:00,Resolved,21.0,No
SR0006947,C001522,A0005517,Account Activation,2025-10-15 01:00:00,Customer Service,Medium,24,2025-10-17 14:00:00,Closed,61.0,Yes
SR0006948,C000491,A0002965,Account Activation,2024-12-23 00:00:00,Account Ops,Low,72,2024-12-24 18:00:00,Resolved,42.0,No
SR0006949,C002857,A0002940,Account Activation,2026-04-26 13:00:00,Customer Service,Medium,72,2026-04-27 20:00:00,Resolved,31.0,No
SR0006950,C001582,A0001995,Email Update,2026-05-01 22:00:00,Cards Team,High,24,2026-05-03 23:00:00,Closed,49.0,Yes
SR0006951,C004870,A0002359,Name Change,2025-07-10 18:00:00,Account Ops,Medium,24,2025-07-11 06:00:00,Resolved,12.0,No
SR0006952,C001656,A0005781,Debit Card Request,2024-08-29 18:00:00,KYC Team,Medium,24,2024-08-31 10:00:00,Resolved,40.0,Yes
SR0006953,C004733,A0005213,Account Closure,2024-06-15 15:00:00,Cards Team,Medium,24,2024-06-16 19:00:00,Resolved,28.0,Yes
SR0006954,C000619,A0000618,Debit Card Request,2025-01-11 04:00:00,Customer Service,High,24,2025-01-12 03:00:00,Closed,23.0,No
SR0006955,C003165,A0002943,Debit Card Request,2025-02-01 19:00:00,Account Ops,Medium,72,2025-02-03 00:00:00,Resolved,29.0,No
SR0006956,C002967,A0001195,KYC Update,2025-05-19 20:00:00,Customer Service,Medium,48,2025-05-20 20:00:00,Resolved,24.0,No
SR0006957,C001221,A0003352,Debit Card Request,2024-06-15 15:00:00,KYC Team,Medium,72,,Pending,,No
SR0006958,C002068,A0002270,Debit Card Request,2025-06-07 08:00:00,Account Ops,Medium,72,2025-06-08 09:00:00,Resolved,25.0,No
SR0006959,C001363,A0005715,Debit Card Request,2025-12-18 01:00:00,KYC Team,Low,24,2025-12-21 02:00:00,Resolved,73.0,Yes
SR0006960,C003720,A0005185,Email Update,2024-01-15 19:00:00,KYC Team,Medium,24,2024-01-16 15:00:00,Closed,20.0,No
SR0006961,C000157,A0001568,Address Change,2026-05-13 13:00:00,KYC Team,Medium,48,2026-05-16 11:00:00,Resolved,70.0,Yes
SR0006962,C001085,A0002714,Name Change,2025-11-20 01:00:00,Branch Ops,Medium,24,2025-11-22 16:00:00,Resolved,63.0,Yes
SR0006963,C000124,A0006258,Account Activation,2026-01-12 09:00:00,Branch Ops,Medium,72,2026-01-12 19:00:00,Resolved,10.0,No
SR0006964,C001739,A0001448,Debit Card Request,2024-12-24 18:00:00,Account Ops,Medium,48,2024-12-25 07:00:00,Resolved,13.0,No
SR0006965,C001355,A0001120,Account Closure,2025-11-07 10:00:00,Account Ops,Low,24,2025-11-08 02:00:00,Resolved,16.0,No
SR0006966,C002572,A0004938,Account Activation,2026-05-03 14:00:00,Cards Team,High,48,,Pending,,No
SR0006967,C001870,A0005595,Address Change,2025-01-23 07:00:00,Cards Team,Medium,48,2025-01-26 04:00:00,Resolved,69.0,Yes
SR0006968,C004356,A0000702,Debit Card Request,2025-10-10 15:00:00,Account Ops,Low,48,2025-10-11 20:00:00,Resolved,29.0,No
