Transaction_ID,Account_ID,Transaction_Date,Transaction_Type,Channel,Amount,Debit_Credit,Transaction_Status,Failure_Reason
T00028768,A0005064,2026-03-23 00:00:00,Purchase,POS,94392.19,Debit,Success,
T00028769,A0003048,2025-12-23 00:00:00,Cash Withdrawal,Mobile Banking,8583.86,Credit,Success,
T00028770,A0001652,2024-09-21 00:00:00,Bill Payment,NEFT,6805.97,Credit,Success,
T00028771,A0002088,2025-03-04 00:00:00,Bill Payment,IMPS,1400.93,Debit,Success,
T00028772,A0001691,2024-06-09 00:00:00,Transfer,POS,3287.81,Debit,Failed,Insufficient Funds
T00028773,A0003082,2025-03-21 00:00:00,Bill Payment,UPI,9264.23,Credit,Success,
T00028774,A0003754,2025-02-21 00:00:00,Purchase,POS,113.84,Debit,Failed,Authentication Failed
T00028775,A0002945,2025-09-07 00:00:00,Purchase,POS,1125.72,Debit,Success,
T00028776,A0000391,2024-04-22 00:00:00,Purchase,UPI,1344.75,Debit,Success,
T00028777,A0001667,2024-01-06 00:00:00,Transfer,ATM,1358.82,Debit,Success,
T00028778,A0000619,2025-04-20 00:00:00,Purchase,Mobile Banking,5439.86,Credit,Success,
T00028779,A0001232,2026-05-15 00:00:00,Transfer,UPI,5310.9,Debit,Success,
T00028780,A0006404,2026-01-25 00:00:00,Transfer,IMPS,8228.73,Credit,Success,
T00028781,A0004078,2024-08-30 00:00:00,Transfer,IMPS,635.49,Debit,Success,
T00028782,A0003673,2025-02-25 00:00:00,Bill Payment,IMPS,1594.63,Credit,Success,
T00028783,A0004129,2025-09-11 00:00:00,Purchase,ATM,7699.02,Credit,Success,
T00028784,A0000804,2025-09-28 00:00:00,Purchase,UPI,11678.57,Debit,Success,
T00028785,A0001453,2024-04-19 00:00:00,Purchase,POS,2469.92,Credit,Success,
T00028786,A0003756,2024-01-28 00:00:00,Bill Payment,POS,7778.22,Credit,Success,
T00028787,A0000745,2026-01-20 00:00:00,Purchase,UPI,1681.61,Debit,Success,
T00028788,A0000826,2024-09-10 00:00:00,Cash Withdrawal,Mobile Banking,1052.96,Debit,Success,
T00028789,A0005008,2024-04-21 00:00:00,Deposit,UPI,2562.49,Debit,Success,
T00028790,A0003191,2024-07-28 00:00:00,Cash Withdrawal,UPI,4425.85,Debit,Success,
T00028791,A0005062,2024-03-16 00:00:00,Transfer,IMPS,15826.36,Debit,Success,
T00028792,A0005484,2025-02-18 00:00:00,Bill Payment,UPI,8750.28,Debit,Success,
T00028793,A0003521,2025-11-19 00:00:00,Bill Payment,ATM,2503.16,Debit,Success,
T00028794,A0005956,2025-10-26 00:00:00,Transfer,POS,4104.52,Debit,Success,
T00028795,A0003520,2024-04-14 00:00:00,Transfer,Branch,2271.19,Credit,Success,
T00028796,A0000945,2025-07-29 00:00:00,Purchase,UPI,809.58,Debit,Success,
T00028797,A0000907,2024-11-09 00:00:00,Purchase,IMPS,18293.41,Debit,Success,
T00028798,A0006318,2024-12-05 00:00:00,Purchase,ATM,220.35,Debit,Success,
T00028799,A0005498,2024-04-13 00:00:00,Bill Payment,Mobile Banking,1400.05,Debit,Success,
T00028800,A0004270,2024-08-02 00:00:00,Transfer,POS,7145.29,Credit,Success,
T00028801,A0002388,2024-06-11 00:00:00,Deposit,POS,1134.7,Debit,Success,
T00028802,A0005983,2025-12-09 00:00:00,Purchase,POS,1892.03,Debit,Success,
T00028803,A0001479,2024-09-15 00:00:00,Bill Payment,POS,541.36,Debit,Success,
T00028804,A0003141,2026-06-12 00:00:00,Bill Payment,Branch,13237.04,Debit,Success,
T00028805,A0002777,2024-08-27 00:00:00,Deposit,Mobile Banking,6748.68,Debit,Success,
T00028806,A0001054,2026-03-24 00:00:00,Purchase,UPI,5758.84,Debit,Success,
T00028807,A0000937,2026-05-27 00:00:00,Bill Payment,UPI,4224.7,Credit,Success,
T00028808,A0004407,2024-03-23 00:00:00,Transfer,UPI,2504.25,Debit,Success,
T00028809,A0001718,2025-04-24 00:00:00,Cash Withdrawal,UPI,4085.1,Debit,Success,
T00028810,A0004898,2025-10-12 00:00:00,Transfer,IMPS,391.34,Credit,Success,
T00028811,A0002651,2024-11-18 00:00:00,Transfer,IMPS,3200.45,Debit,Success,
T00028812,A0005915,2025-04-12 00:00:00,Purchase,UPI,2561.04,Credit,Success,
T00028813,A0001454,2025-12-31 00:00:00,Transfer,POS,1289.25,Debit,Success,
T00028814,A0002504,2024-12-24 00:00:00,Transfer,POS,6575.62,Debit,Success,
T00028815,A0001672,2024-06-13 00:00:00,Purchase,UPI,1639.93,Credit,Failed,Limit Exceeded
T00028816,A0002492,2024-07-29 00:00:00,Deposit,IMPS,362.34,Debit,Success,
T00028817,A0003216,2025-07-18 00:00:00,Transfer,UPI,12626.7,Debit,Success,
T00028818,A0004969,2026-03-26 00:00:00,Cash Withdrawal,IMPS,4537.78,Credit,Success,
T00028819,A0004632,2025-12-13 00:00:00,Bill Payment,Branch,5341.45,Debit,Success,
T00028820,A0000748,2024-03-16 00:00:00,Purchase,POS,1266.53,Credit,Success,
T00028821,A0003058,2025-08-14 00:00:00,Transfer,POS,5959.9,Credit,Success,
T00028822,A0001031,2024-10-20 00:00:00,Transfer,IMPS,4817.32,Credit,Failed,Timeout
T00028823,A0006445,2025-12-16 00:00:00,Transfer,NEFT,4214.5,Debit,Success,
T00028824,A0000589,2025-01-11 00:00:00,Purchase,UPI,1174.98,Debit,Success,
T00028825,A0000580,2026-01-23 00:00:00,Transfer,UPI,928.64,Debit,Success,
T00028826,A0001673,2025-07-30 00:00:00,Cash Withdrawal,UPI,1918.4,Debit,Success,
T00028827,A0003326,2025-08-05 00:00:00,Transfer,Mobile Banking,3589.46,Debit,Success,
T00028828,A0003718,2025-10-25 00:00:00,Purchase,NEFT,1881.79,Credit,Success,
T00028829,A0002618,2024-05-17 00:00:00,Deposit,NEFT,1811.92,Credit,Success,
T00028830,A0004762,2024-03-23 00:00:00,Purchase,UPI,11325.22,Debit,Success,
T00028831,A0001266,2025-11-21 00:00:00,Purchase,ATM,20673.38,Credit,Success,
T00028832,A0001749,2026-06-19 00:00:00,Purchase,POS,436.26,Debit,Success,
T00028833,A0000158,2026-05-13 00:00:00,Bill Payment,UPI,5255.8,Debit,Success,
T00028834,A0003796,2025-02-09 00:00:00,Purchase,IMPS,4105.2,Debit,Success,
T00028835,A0000108,2026-01-04 00:00:00,Bill Payment,UPI,1664.65,Credit,Success,
T00028836,A0005025,2025-05-10 00:00:00,Bill Payment,Mobile Banking,19493.14,Credit,Success,
T00028837,A0004559,2025-05-13 00:00:00,Purchase,Branch,4168.99,Debit,Success,
T00028838,A0004557,2024-09-07 00:00:00,Transfer,ATM,4569.8,Credit,Success,
T00028839,A0003864,2024-09-28 00:00:00,Purchase,UPI,4116.64,Debit,Success,
T00028840,A0005938,2024-10-01 00:00:00,Bill Payment,UPI,1992.31,Debit,Success,
T00028841,A0004061,2024-01-16 00:00:00,Purchase,UPI,3444.72,Debit,Success,
T00028842,A0005234,2024-11-01 00:00:00,Purchase,UPI,18587.16,Debit,Success,
T00028843,A0001686,2025-02-06 00:00:00,Purchase,UPI,1272.52,Debit,Success,
T00028844,A0001815,2025-02-11 00:00:00,Transfer,POS,37560.29,Debit,Success,
T00028845,A0003866,2025-12-09 00:00:00,Purchase,UPI,1128.86,Debit,Failed,Authentication Failed
T00028846,A0004731,2025-12-04 00:00:00,Cash Withdrawal,NEFT,3037.37,Debit,Success,
T00028847,A0002136,2025-03-02 00:00:00,Purchase,POS,1845.87,Debit,Success,
T00028848,A0003102,2026-02-16 00:00:00,Cash Withdrawal,POS,1965.79,Debit,Success,
T00028849,A0006097,2024-08-31 00:00:00,Bill Payment,UPI,2796.83,Credit,Success,
T00028850,A0004053,2026-01-27 00:00:00,Transfer,Branch,792.01,Debit,Success,
T00028851,A0000185,2026-01-20 00:00:00,Transfer,POS,3261.96,Debit,Success,
T00028852,A0000454,2024-05-17 00:00:00,Cash Withdrawal,IMPS,6424.05,Debit,Success,
T00028853,A0006310,2025-11-15 00:00:00,Transfer,POS,3328.78,Credit,Success,
T00028854,A0005000,2025-01-02 00:00:00,Bill Payment,UPI,4446.4,Debit,Success,
T00028855,A0006369,2025-11-28 00:00:00,Purchase,IMPS,157.29,Debit,Success,
T00028856,A0005627,2026-01-20 00:00:00,Transfer,POS,12282.21,Credit,Success,
T00028857,A0006274,2026-06-25 00:00:00,Purchase,UPI,1500.66,Credit,Success,
T00028858,A0003690,2024-05-05 00:00:00,Transfer,UPI,10827.85,Debit,Success,
T00028859,A0005585,2026-01-19 00:00:00,Purchase,ATM,5400.1,Debit,Success,
T00028860,A0001629,2025-02-20 00:00:00,Purchase,NEFT,2509.92,Debit,Success,
T00028861,A0002315,2025-11-13 00:00:00,Transfer,Mobile Banking,614.27,Debit,Success,
T00028862,A0003894,2024-05-18 00:00:00,Purchase,Branch,479.53,Debit,Success,
T00028863,A0005765,2024-03-01 00:00:00,Transfer,POS,3228.83,Credit,Success,
T00028864,A0001017,2025-07-18 00:00:00,Purchase,POS,1034.36,Credit,Success,
T00028865,A0001611,2026-05-06 00:00:00,Transfer,ATM,1632.44,Debit,Success,
T00028866,A0002272,2025-03-23 00:00:00,Cash Withdrawal,POS,4991.05,Debit,Success,
T00028867,A0002224,2025-04-13 00:00:00,Bill Payment,NEFT,51462.76,Debit,Success,
T00028868,A0004406,2025-11-23 00:00:00,Transfer,UPI,4004.78,Credit,Success,
T00028869,A0006463,2026-02-25 00:00:00,Purchase,UPI,9172.57,Credit,Success,
T00028870,A0003463,2024-10-08 00:00:00,Purchase,IMPS,2639.63,Credit,Success,
T00028871,A0001549,2026-02-27 00:00:00,Transfer,Branch,638.34,Debit,Success,
T00028872,A0000797,2024-05-01 00:00:00,Purchase,UPI,1549.0,Credit,Success,
T00028873,A0001990,2024-06-23 00:00:00,Transfer,UPI,2022.89,Debit,Success,
T00028874,A0000188,2025-04-06 00:00:00,Deposit,UPI,8520.47,Debit,Success,
T00028875,A0005013,2024-04-26 00:00:00,Transfer,POS,1714.11,Credit,Success,
T00028876,A0000685,2025-06-23 00:00:00,Cash Withdrawal,ATM,746.08,Debit,Success,
T00028877,A0005196,2025-09-16 00:00:00,Deposit,ATM,3905.4,Debit,Success,
T00028878,A0003328,2026-04-23 00:00:00,Bill Payment,IMPS,7916.01,Debit,Success,
T00028879,A0002239,2024-12-08 00:00:00,Transfer,UPI,707.52,Debit,Success,
T00028880,A0004288,2026-04-24 00:00:00,Purchase,Branch,6439.12,Debit,Success,
T00028881,A0005343,2026-02-02 00:00:00,Transfer,POS,3994.35,Credit,Success,
T00028882,A0003491,2024-03-01 00:00:00,Cash Withdrawal,IMPS,3706.42,Debit,Success,
T00028883,A0003536,2024-11-20 00:00:00,Cash Withdrawal,POS,2569.6,Debit,Success,
T00028884,A0000181,2024-08-26 00:00:00,Purchase,IMPS,1103.66,Credit,Success,
T00028885,A0004192,2025-01-25 00:00:00,Cash Withdrawal,UPI,2431.97,Credit,Success,
T00028886,A0006240,2026-02-13 00:00:00,Transfer,POS,804.08,Debit,Success,
T00028887,A0005703,2025-10-15 00:00:00,Purchase,Mobile Banking,16561.7,Debit,Success,
T00028888,A0002246,2025-04-27 00:00:00,Purchase,POS,15460.09,Debit,Success,
T00028889,A0002750,2025-11-13 00:00:00,Transfer,UPI,2067.71,Credit,Success,
T00028890,A0005733,2025-04-30 00:00:00,Purchase,Mobile Banking,23030.35,Credit,Failed,Technical Error
T00028891,A0000879,2024-11-04 00:00:00,Purchase,ATM,19753.73,Credit,Success,
T00028892,A0000920,2024-09-04 00:00:00,Cash Withdrawal,POS,434.8,Debit,Success,
T00028893,A0005608,2025-07-06 00:00:00,Cash Withdrawal,Branch,3612.85,Credit,Success,
T00028894,A0001341,2025-01-03 00:00:00,Cash Withdrawal,UPI,1385.99,Debit,Success,
T00028895,A0003728,2025-07-13 00:00:00,Purchase,ATM,7301.11,Debit,Success,
T00028896,A0004238,2025-04-25 00:00:00,Bill Payment,UPI,1262.51,Debit,Success,
T00028897,A0006131,2024-10-05 00:00:00,Cash Withdrawal,Mobile Banking,4938.85,Debit,Success,
T00028898,A0005956,2024-02-22 00:00:00,Bill Payment,POS,3614.81,Credit,Success,
T00028899,A0003918,2024-02-22 00:00:00,Deposit,NEFT,12180.42,Debit,Success,
T00028900,A0005977,2024-12-02 00:00:00,Purchase,Mobile Banking,2740.51,Credit,Success,
T00028901,A0000647,2025-02-16 00:00:00,Transfer,UPI,15249.53,Credit,Success,
T00028902,A0002809,2025-08-04 00:00:00,Purchase,UPI,1713.07,Debit,Success,
T00028903,A0002023,2024-09-24 00:00:00,Transfer,IMPS,590.75,Debit,Success,
T00028904,A0006117,2026-04-22 00:00:00,Purchase,UPI,1311.87,Debit,Success,
T00028905,A0005112,2024-06-29 00:00:00,Transfer,UPI,1710.17,Debit,Success,
T00028906,A0002273,2026-01-15 00:00:00,Transfer,POS,18921.19,Credit,Success,
T00028907,A0001888,2024-06-15 00:00:00,Transfer,UPI,1656.73,Debit,Success,
T00028908,A0005290,2026-02-06 00:00:00,Cash Withdrawal,UPI,1470.81,Debit,Success,
T00028909,A0005410,2024-10-25 00:00:00,Transfer,Mobile Banking,3111.87,Credit,Success,
T00028910,A0003531,2025-07-13 00:00:00,Purchase,Branch,1918.59,Credit,Success,
T00028911,A0005969,2024-10-10 00:00:00,Transfer,UPI,4372.6,Debit,Pending,
T00028912,A0002611,2025-02-10 00:00:00,Transfer,ATM,6335.67,Credit,Success,
T00028913,A0002869,2024-12-16 00:00:00,Transfer,POS,4886.1,Debit,Failed,Authentication Failed
T00028914,A0003911,2025-10-10 00:00:00,Transfer,UPI,24232.24,Debit,Success,
T00028915,A0005323,2026-02-18 00:00:00,Bill Payment,UPI,759.36,Debit,Success,
T00028916,A0003067,2026-05-07 00:00:00,Purchase,IMPS,3571.17,Credit,Success,
T00028917,A0001573,2025-08-23 00:00:00,Transfer,UPI,897.34,Credit,Success,
T00028918,A0006091,2026-06-10 00:00:00,Purchase,IMPS,2051.18,Credit,Success,
T00028919,A0002732,2025-08-31 00:00:00,Bill Payment,IMPS,3881.86,Credit,Success,
T00028920,A0006344,2026-01-05 00:00:00,Purchase,UPI,850.61,Debit,Success,
T00028921,A0004933,2025-11-10 00:00:00,Purchase,IMPS,2994.09,Credit,Success,
T00028922,A0000094,2025-08-20 00:00:00,Bill Payment,IMPS,25421.68,Credit,Success,
T00028923,A0001165,2025-07-16 00:00:00,Purchase,NEFT,5254.72,Debit,Success,
T00028924,A0000228,2024-10-26 00:00:00,Bill Payment,UPI,10154.66,Debit,Success,
T00028925,A0002183,2024-08-03 00:00:00,Deposit,IMPS,1480.41,Credit,Success,
T00028926,A0002542,2025-10-08 00:00:00,Purchase,ATM,2986.95,Debit,Success,
T00028927,A0002052,2025-05-21 00:00:00,Bill Payment,UPI,299.2,Debit,Success,
T00028928,A0002918,2025-06-12 00:00:00,Transfer,POS,1201.83,Credit,Success,
T00028929,A0006207,2026-01-04 00:00:00,Deposit,UPI,3480.42,Credit,Success,
T00028930,A0001741,2025-12-29 00:00:00,Cash Withdrawal,ATM,4689.46,Debit,Success,
T00028931,A0003218,2025-12-29 00:00:00,Purchase,Branch,23012.18,Debit,Failed,Authentication Failed
T00028932,A0004781,2025-03-14 00:00:00,Transfer,Mobile Banking,5006.58,Debit,Success,
T00028933,A0002064,2025-11-21 00:00:00,Bill Payment,UPI,3098.39,Debit,Success,
T00028934,A0005204,2025-05-19 00:00:00,Cash Withdrawal,UPI,1911.82,Debit,Success,
T00028935,A0002049,2025-06-14 00:00:00,Transfer,Mobile Banking,1613.54,Debit,Success,
T00028936,A0005075,2025-10-28 00:00:00,Transfer,POS,1318.0,Credit,Success,
T00028937,A0002460,2024-10-27 00:00:00,Transfer,POS,5637.82,Debit,Success,
T00028938,A0001087,2024-01-30 00:00:00,Transfer,UPI,1843.52,Debit,Failed,Technical Error
T00028939,A0001843,2026-03-30 00:00:00,Purchase,IMPS,4939.71,Debit,Success,
T00028940,A0003044,2024-05-27 00:00:00,Bill Payment,UPI,714.82,Credit,Success,
T00028941,A0001958,2026-05-22 00:00:00,Purchase,UPI,2831.83,Credit,Success,
T00028942,A0000223,2026-04-20 00:00:00,Purchase,NEFT,1035.13,Credit,Success,
T00028943,A0002775,2026-06-12 00:00:00,Purchase,UPI,2920.12,Credit,Success,
T00028944,A0002112,2024-12-07 00:00:00,Purchase,UPI,964.97,Debit,Success,
T00028945,A0004478,2024-01-21 00:00:00,Deposit,POS,2471.63,Credit,Success,
T00028946,A0005421,2024-03-21 00:00:00,Transfer,POS,251.12,Debit,Success,
T00028947,A0001565,2025-09-25 00:00:00,Transfer,POS,7289.23,Debit,Success,
T00028948,A0005581,2026-04-30 00:00:00,Cash Withdrawal,ATM,8886.55,Debit,Success,
T00028949,A0003774,2024-12-03 00:00:00,Transfer,UPI,3702.43,Debit,Success,
T00028950,A0002724,2025-01-19 00:00:00,Purchase,UPI,7952.22,Credit,Success,
T00028951,A0004835,2025-03-12 00:00:00,Deposit,NEFT,1787.82,Credit,Failed,Authentication Failed
T00028952,A0001175,2025-05-12 00:00:00,Bill Payment,UPI,3151.88,Credit,Success,
T00028953,A0001282,2024-02-10 00:00:00,Bill Payment,UPI,2686.36,Debit,Success,
T00028954,A0002468,2025-04-24 00:00:00,Purchase,UPI,12562.21,Credit,Success,
T00028955,A0004615,2025-08-20 00:00:00,Purchase,POS,3058.24,Credit,Success,
T00028956,A0003957,2024-05-11 00:00:00,Transfer,NEFT,512.66,Debit,Success,
T00028957,A0004076,2026-05-04 00:00:00,Transfer,IMPS,265.78,Credit,Success,
T00028958,A0002056,2026-01-17 00:00:00,Bill Payment,Mobile Banking,4817.24,Debit,Success,
T00028959,A0002017,2024-02-05 00:00:00,Purchase,UPI,9361.44,Debit,Success,
T00028960,A0000128,2025-05-12 00:00:00,Bill Payment,Mobile Banking,290.3,Debit,Success,
T00028961,A0003853,2025-01-10 00:00:00,Cash Withdrawal,ATM,7740.09,Debit,Success,
T00028962,A0002495,2024-04-20 00:00:00,Purchase,UPI,3050.47,Debit,Success,
T00028963,A0006479,2024-02-18 00:00:00,Bill Payment,IMPS,3099.6,Credit,Success,
T00028964,A0004079,2024-01-17 00:00:00,Purchase,POS,1147.49,Debit,Success,
T00028965,A0003344,2026-03-22 00:00:00,Transfer,IMPS,1196.76,Credit,Success,
T00028966,A0005099,2026-03-03 00:00:00,Transfer,Branch,318.94,Credit,Success,
T00028967,A0005376,2025-11-17 00:00:00,Transfer,NEFT,6310.47,Debit,Success,
T00028968,A0001211,2024-05-15 00:00:00,Purchase,NEFT,4444.84,Debit,Success,
T00028969,A0004543,2024-11-12 00:00:00,Transfer,NEFT,3556.09,Credit,Success,
T00028970,A0000175,2025-01-12 00:00:00,Purchase,POS,4625.97,Debit,Success,
T00028971,A0004995,2025-05-30 00:00:00,Purchase,UPI,1175.4,Debit,Success,
T00028972,A0000814,2024-11-14 00:00:00,Purchase,ATM,6535.17,Debit,Success,
T00028973,A0000575,2025-01-02 00:00:00,Purchase,Branch,1088.79,Debit,Success,
T00028974,A0002575,2025-02-09 00:00:00,Bill Payment,Mobile Banking,3178.84,Credit,Success,
T00028975,A0005884,2026-05-24 00:00:00,Transfer,NEFT,1143.18,Credit,Success,
T00028976,A0001720,2024-11-08 00:00:00,Bill Payment,IMPS,2640.45,Debit,Success,
T00028977,A0001091,2024-06-01 00:00:00,Deposit,IMPS,7070.78,Credit,Success,
T00028978,A0001880,2024-06-07 00:00:00,Purchase,UPI,616.65,Debit,Success,
T00028979,A0002030,2025-03-09 00:00:00,Transfer,Mobile Banking,9579.63,Debit,Success,
T00028980,A0001065,2025-08-23 00:00:00,Purchase,Branch,4698.71,Credit,Success,
T00028981,A0004436,2025-06-21 00:00:00,Cash Withdrawal,UPI,1980.71,Debit,Success,
T00028982,A0001463,2025-10-10 00:00:00,Transfer,UPI,2237.67,Debit,Success,
T00028983,A0002173,2024-04-11 00:00:00,Purchase,IMPS,2152.59,Debit,Success,
T00028984,A0003706,2024-05-24 00:00:00,Purchase,UPI,2949.34,Debit,Success,
T00028985,A0002930,2025-12-28 00:00:00,Purchase,UPI,4254.43,Credit,Success,
T00028986,A0001575,2026-05-11 00:00:00,Cash Withdrawal,ATM,7118.1,Credit,Success,
T00028987,A0002530,2024-02-20 00:00:00,Purchase,NEFT,2046.48,Debit,Success,
T00028988,A0006073,2025-07-09 00:00:00,Transfer,Branch,5591.53,Debit,Success,
T00028989,A0005871,2024-03-10 00:00:00,Purchase,POS,393.95,Debit,Success,
T00028990,A0002240,2026-05-05 00:00:00,Purchase,UPI,766.25,Debit,Success,
T00028991,A0002083,2025-04-13 00:00:00,Purchase,UPI,7284.07,Credit,Success,
T00028992,A0001011,2025-12-13 00:00:00,Purchase,ATM,2925.18,Debit,Success,
T00028993,A0001142,2024-09-13 00:00:00,Transfer,POS,826.47,Credit,Success,
T00028994,A0003884,2025-09-21 00:00:00,Purchase,UPI,9201.0,Credit,Success,
T00028995,A0000888,2024-03-01 00:00:00,Cash Withdrawal,NEFT,3051.73,Debit,Success,
T00028996,A0005347,2025-10-29 00:00:00,Bill Payment,ATM,5806.25,Debit,Success,
T00028997,A0000527,2024-05-12 00:00:00,Bill Payment,UPI,16259.39,Debit,Success,
T00028998,A0001428,2025-11-05 00:00:00,Bill Payment,UPI,5305.22,Debit,Success,
T00028999,A0005933,2026-02-22 00:00:00,Transfer,UPI,8682.1,Credit,Success,
T00029000,A0005394,2025-12-31 00:00:00,Transfer,UPI,7102.65,Debit,Success,
T00029001,A0004824,2026-02-15 00:00:00,Transfer,UPI,2393.6,Debit,Success,
T00029002,A0005686,2025-03-28 00:00:00,Purchase,UPI,9004.15,Debit,Success,
T00029003,A0003946,2025-08-25 00:00:00,Purchase,UPI,5615.12,Debit,Success,
T00029004,A0004248,2025-04-30 00:00:00,Bill Payment,IMPS,4499.08,Debit,Success,
T00029005,A0005024,2025-06-21 00:00:00,Deposit,Mobile Banking,17300.86,Debit,Success,
T00029006,A0003673,2024-11-11 00:00:00,Deposit,NEFT,1225.75,Debit,Success,
T00029007,A0003830,2024-01-18 00:00:00,Transfer,Mobile Banking,976.92,Debit,Success,
T00029008,A0003297,2025-04-17 00:00:00,Purchase,UPI,2574.79,Debit,Success,
T00029009,A0005752,2025-02-12 00:00:00,Purchase,POS,909.85,Debit,Success,
T00029010,A0004082,2024-07-26 00:00:00,Transfer,UPI,1967.81,Debit,Success,
T00029011,A0001686,2026-05-02 00:00:00,Purchase,Branch,2360.76,Credit,Success,
T00029012,A0003396,2025-10-31 00:00:00,Bill Payment,UPI,44743.17,Debit,Success,
T00029013,A0004128,2026-02-28 00:00:00,Purchase,ATM,8027.74,Debit,Success,
T00029014,A0001827,2024-01-04 00:00:00,Transfer,UPI,244.8,Debit,Success,
T00029015,A0005303,2025-11-15 00:00:00,Cash Withdrawal,UPI,182.11,Credit,Success,
T00029016,A0000544,2024-01-20 00:00:00,Purchase,ATM,2950.97,Credit,Success,
T00029017,A0000315,2025-03-16 00:00:00,Purchase,IMPS,2654.19,Credit,Success,
T00029018,A0003574,2024-10-07 00:00:00,Cash Withdrawal,Branch,4055.76,Debit,Success,
T00029019,A0000986,2025-06-11 00:00:00,Deposit,UPI,2064.56,Debit,Pending,
T00029020,A0002704,2024-11-26 00:00:00,Transfer,POS,3057.15,Credit,Success,
T00029021,A0005235,2025-07-30 00:00:00,Bill Payment,UPI,2554.97,Debit,Success,
T00029022,A0004950,2024-04-28 00:00:00,Purchase,Branch,7731.15,Debit,Success,
T00029023,A0000188,2026-03-16 00:00:00,Bill Payment,POS,1774.5,Credit,Success,
T00029024,A0005059,2025-05-06 00:00:00,Purchase,UPI,8081.16,Debit,Success,
T00029025,A0005284,2025-09-27 00:00:00,Cash Withdrawal,ATM,4568.05,Debit,Success,
T00029026,A0002380,2024-05-20 00:00:00,Purchase,NEFT,4281.28,Debit,Success,
T00029027,A0003777,2025-07-05 00:00:00,Purchase,NEFT,6892.99,Debit,Success,
T00029028,A0000185,2024-11-20 00:00:00,Cash Withdrawal,POS,224.06,Debit,Success,
T00029029,A0003808,2026-05-17 00:00:00,Transfer,UPI,29184.14,Debit,Success,
T00029030,A0000454,2026-01-03 00:00:00,Transfer,UPI,5171.88,Debit,Success,
T00029031,A0003659,2024-11-26 00:00:00,Transfer,NEFT,12572.62,Credit,Success,
T00029032,A0001211,2024-02-18 00:00:00,Bill Payment,POS,3708.3,Debit,Success,
T00029033,A0005054,2024-11-19 00:00:00,Purchase,POS,1636.9,Debit,Success,
T00029034,A0001539,2025-09-11 00:00:00,Bill Payment,NEFT,2930.25,Credit,Success,
T00029035,A0004510,2026-03-08 00:00:00,Transfer,UPI,9593.63,Credit,Success,
T00029036,A0002753,2026-03-31 00:00:00,Transfer,POS,8947.58,Debit,Success,
T00029037,A0001576,2025-12-23 00:00:00,Cash Withdrawal,UPI,9133.0,Debit,Success,
T00029038,A0000082,2025-11-22 00:00:00,Transfer,Mobile Banking,390.73,Credit,Failed,Authentication Failed
T00029039,A0005068,2024-08-06 00:00:00,Cash Withdrawal,IMPS,2656.17,Debit,Success,
T00029040,A0004613,2026-05-10 00:00:00,Purchase,Mobile Banking,573.25,Credit,Success,
T00029041,A0004510,2025-07-17 00:00:00,Purchase,POS,1425.24,Credit,Success,
T00029042,A0000062,2025-08-03 00:00:00,Purchase,UPI,356.83,Debit,Success,
T00029043,A0005527,2026-03-14 00:00:00,Transfer,POS,18765.71,Debit,Success,
T00029044,A0004212,2026-05-04 00:00:00,Bill Payment,IMPS,6025.53,Credit,Success,
T00029045,A0005449,2025-07-30 00:00:00,Purchase,UPI,9661.38,Debit,Success,
T00029046,A0004572,2024-08-12 00:00:00,Purchase,UPI,5567.41,Debit,Success,
T00029047,A0002146,2025-02-27 00:00:00,Transfer,UPI,4636.71,Debit,Success,
T00029048,A0003160,2026-01-18 00:00:00,Purchase,UPI,17901.89,Credit,Success,
T00029049,A0003636,2024-11-25 00:00:00,Transfer,UPI,542.8,Debit,Success,
T00029050,A0000286,2025-08-10 00:00:00,Cash Withdrawal,Mobile Banking,3534.68,Credit,Success,
T00029051,A0004901,2025-08-15 00:00:00,Bill Payment,UPI,518.55,Debit,Success,
T00029052,A0003089,2026-01-13 00:00:00,Deposit,NEFT,8165.12,Credit,Success,
T00029053,A0002348,2026-02-18 00:00:00,Purchase,UPI,10915.04,Debit,Success,
T00029054,A0003124,2025-02-18 00:00:00,Deposit,NEFT,2634.95,Debit,Success,
T00029055,A0006389,2025-03-20 00:00:00,Transfer,UPI,901.35,Debit,Success,
T00029056,A0002638,2026-01-04 00:00:00,Purchase,UPI,4938.43,Debit,Success,
T00029057,A0003961,2024-10-27 00:00:00,Deposit,UPI,575.89,Debit,Success,
T00029058,A0002164,2024-02-27 00:00:00,Purchase,POS,809.06,Debit,Success,
T00029059,A0005685,2024-05-16 00:00:00,Bill Payment,ATM,3995.36,Credit,Success,
T00029060,A0005070,2025-12-05 00:00:00,Transfer,IMPS,12320.13,Debit,Success,
T00029061,A0004198,2024-05-25 00:00:00,Transfer,POS,2455.76,Credit,Success,
T00029062,A0006139,2024-09-01 00:00:00,Purchase,UPI,4100.36,Debit,Success,
T00029063,A0000393,2024-12-07 00:00:00,Bill Payment,ATM,738.71,Credit,Success,
T00029064,A0001350,2024-08-22 00:00:00,Purchase,UPI,2859.91,Debit,Success,
T00029065,A0004916,2025-10-11 00:00:00,Bill Payment,Mobile Banking,1314.03,Debit,Success,
T00029066,A0000103,2025-11-20 00:00:00,Transfer,IMPS,2507.05,Debit,Success,
T00029067,A0001539,2025-11-19 00:00:00,Purchase,Branch,1264.82,Debit,Success,
