Loan_ID,Customer_ID,Branch_ID,Loan_Type,Application_Date,Loan_Amount,Loan_Status,Approval_Date,Disbursement_Date,Interest_Rate,Tenure_Months,Outstanding_Amount,Credit_Score_Band
L001195,C003506,B016,Home,2025-10-09 00:00:00,74700.0,Approved,2025-10-19 00:00:00,,16.26,24,0.0,750+
L001196,C001169,B028,Home,2026-04-20 00:00:00,632700.0,Approved,2026-04-22 00:00:00,,14.93,24,0.0,600-699
L001197,C000522,B016,Vehicle,2024-08-22 00:00:00,1716500.0,Disbursed,2024-08-23 00:00:00,2024-08-31 00:00:00,9.36,12,1444385.79,<600
L001198,C002334,B027,Personal,2023-06-03 00:00:00,1256500.0,Disbursed,2023-06-14 00:00:00,2023-06-20 00:00:00,10.82,120,974518.62,<600
L001199,C003347,B026,Business,2024-09-13 00:00:00,445600.0,Disbursed,2024-09-14 00:00:00,2024-09-23 00:00:00,16.1,12,272289.61,750+
L001200,C003230,B007,Personal,2023-06-02 00:00:00,171700.0,Disbursed,2023-06-03 00:00:00,2023-06-05 00:00:00,15.32,48,100778.78,750+
L001201,C002490,B027,Business,2024-02-24 00:00:00,1041200.0,Disbursed,2024-03-03 00:00:00,2024-03-12 00:00:00,17.97,120,890083.67,700-749
L001202,C001377,B007,Home,2024-05-02 00:00:00,602400.0,Disbursed,2024-05-16 00:00:00,2024-05-21 00:00:00,14.35,60,201268.34,600-699
L001203,C004097,B011,Education,2023-11-29 00:00:00,789800.0,Disbursed,2023-12-13 00:00:00,2023-12-14 00:00:00,9.39,36,553360.59,600-699
L001204,C003935,B018,Home,2025-04-25 00:00:00,1471900.0,Closed,2025-05-07 00:00:00,2025-05-16 00:00:00,12.78,24,0.0,600-699
L001205,C003217,B027,Vehicle,2024-02-19 00:00:00,713400.0,Approved,2024-03-01 00:00:00,,16.69,48,0.0,750+
L001206,C003343,B026,Personal,2026-05-19 00:00:00,235000.0,Disbursed,2026-05-25 00:00:00,2026-06-01 00:00:00,15.03,120,171125.68,700-749
L001207,C003564,B022,Home,2025-09-02 00:00:00,455300.0,Disbursed,2025-09-15 00:00:00,2025-09-19 00:00:00,14.44,48,379674.09,750+
L001208,C000704,B004,Business,2025-05-01 00:00:00,117000.0,Disbursed,2025-05-10 00:00:00,2025-05-19 00:00:00,17.98,36,63994.61,750+
L001209,C000951,B004,Home,2024-01-15 00:00:00,256000.0,Disbursed,2024-01-26 00:00:00,2024-01-28 00:00:00,16.6,12,231059.75,<600
L001210,C003838,B023,Home,2023-10-19 00:00:00,322900.0,Disbursed,2023-10-24 00:00:00,2023-11-01 00:00:00,13.51,24,98640.24,750+
L001211,C002407,B008,Home,2023-01-20 00:00:00,919000.0,Disbursed,2023-01-24 00:00:00,2023-02-01 00:00:00,10.01,48,861645.5,<600
L001212,C004947,B018,Vehicle,2026-05-20 00:00:00,455300.0,Disbursed,2026-05-24 00:00:00,2026-05-31 00:00:00,11.37,240,196967.52,600-699
L001213,C004832,B007,Business,2024-12-15 00:00:00,251800.0,Disbursed,2024-12-28 00:00:00,2025-01-05 00:00:00,11.39,36,101992.01,700-749
L001214,C000889,B026,Personal,2024-10-09 00:00:00,580300.0,Rejected,,,11.63,48,0.0,750+
L001215,C001163,B026,Home,2025-08-19 00:00:00,310000.0,Disbursed,2025-08-21 00:00:00,2025-08-24 00:00:00,12.93,48,97830.36,600-699
L001216,C004119,B021,Business,2025-10-10 00:00:00,203500.0,Disbursed,2025-10-23 00:00:00,2025-10-29 00:00:00,10.77,48,171497.5,700-749
L001217,C001979,B011,Vehicle,2026-06-18 00:00:00,236100.0,Disbursed,2026-06-23 00:00:00,2026-06-29 00:00:00,7.67,48,154395.93,700-749
L001218,C002172,B006,Personal,2025-04-06 00:00:00,661500.0,Rejected,,,17.51,36,0.0,600-699
L001219,C002995,B013,Home,2023-10-01 00:00:00,1415500.0,Rejected,,,8.55,12,0.0,600-699
L001220,C001133,B008,Business,2024-02-09 00:00:00,497200.0,Disbursed,2024-02-11 00:00:00,2024-02-20 00:00:00,16.78,180,406881.23,750+
L001221,C001493,B019,Personal,2025-09-06 00:00:00,202900.0,Approved,2025-09-17 00:00:00,,8.28,120,0.0,750+
L001222,C004880,B024,Vehicle,2024-09-27 00:00:00,72700.0,Disbursed,2024-10-02 00:00:00,2024-10-03 00:00:00,10.54,48,21770.8,700-749
L001223,C004704,B019,Personal,2025-05-13 00:00:00,899700.0,Disbursed,2025-05-27 00:00:00,2025-06-02 00:00:00,13.11,180,408629.29,600-699
L001224,C004842,B010,Home,2023-06-17 00:00:00,551400.0,Disbursed,2023-06-22 00:00:00,2023-06-29 00:00:00,14.36,120,157359.13,700-749
L001225,C001327,B002,Personal,2024-10-17 00:00:00,2342600.0,Disbursed,2024-10-20 00:00:00,2024-10-22 00:00:00,8.99,120,780644.09,600-699
L001226,C002358,B027,Personal,2023-05-09 00:00:00,221500.0,Disbursed,2023-05-17 00:00:00,2023-05-26 00:00:00,15.96,120,170357.47,700-749
L001227,C004465,B008,Personal,2026-04-24 00:00:00,218900.0,Disbursed,2026-05-04 00:00:00,2026-05-06 00:00:00,13.92,180,131913.23,600-699
L001228,C000016,B030,Vehicle,2024-07-17 00:00:00,310800.0,Disbursed,2024-07-27 00:00:00,2024-08-04 00:00:00,14.34,120,98658.38,600-699
L001229,C000695,B003,Vehicle,2023-06-30 00:00:00,128300.0,Approved,2023-07-05 00:00:00,,8.24,60,0.0,750+
L001230,C000939,B006,Personal,2025-09-16 00:00:00,1247600.0,Approved,2025-09-17 00:00:00,,12.22,180,0.0,600-699
L001231,C002838,B001,Vehicle,2023-04-19 00:00:00,446300.0,Rejected,,,15.34,48,0.0,700-749
L001232,C002888,B030,Personal,2024-09-09 00:00:00,331300.0,Disbursed,2024-09-17 00:00:00,2024-09-21 00:00:00,11.97,12,92521.12,600-699
L001233,C003622,B022,Vehicle,2024-11-11 00:00:00,730700.0,Disbursed,2024-11-24 00:00:00,2024-12-02 00:00:00,12.21,180,413550.61,750+
L001234,C004502,B011,Home,2026-02-10 00:00:00,126100.0,Disbursed,2026-02-15 00:00:00,2026-02-17 00:00:00,8.99,48,110128.82,700-749
L001235,C003384,B002,Vehicle,2024-11-02 00:00:00,1114400.0,Disbursed,2024-11-13 00:00:00,2024-11-15 00:00:00,13.38,48,1003195.35,<600
L001236,C000696,B029,Personal,2025-05-22 00:00:00,669300.0,Disbursed,2025-06-03 00:00:00,2025-06-09 00:00:00,15.99,24,175676.23,700-749
L001237,C000582,B028,Education,2025-03-22 00:00:00,3120200.0,Rejected,,,7.26,36,0.0,600-699
L001238,C004363,B030,Business,2025-07-16 00:00:00,2440100.0,Rejected,,,14.9,240,0.0,600-699
L001239,C004158,B015,Personal,2023-12-01 00:00:00,1845500.0,Disbursed,2023-12-15 00:00:00,2023-12-23 00:00:00,13.55,180,1719041.97,750+
L001240,C001767,B025,Home,2024-06-28 00:00:00,1140400.0,Disbursed,2024-07-08 00:00:00,2024-07-13 00:00:00,7.99,24,582962.28,700-749
L001241,C004678,B027,Personal,2023-10-31 00:00:00,70500.0,Disbursed,2023-11-13 00:00:00,2023-11-18 00:00:00,16.14,240,33936.52,750+
L001242,C002415,B003,Vehicle,2025-06-13 00:00:00,808300.0,Approved,2025-06-15 00:00:00,,11.32,36,0.0,700-749
L001243,C004733,B022,Personal,2023-03-04 00:00:00,1433300.0,Disbursed,2023-03-12 00:00:00,2023-03-19 00:00:00,12.41,12,414988.5,700-749
L001244,C001761,B001,Business,2023-06-29 00:00:00,632000.0,Disbursed,2023-07-01 00:00:00,2023-07-05 00:00:00,11.43,120,204545.06,600-699
L001245,C001269,B014,Personal,2024-08-12 00:00:00,1214400.0,Rejected,,,15.68,60,0.0,600-699
L001246,C003024,B008,Personal,2025-08-18 00:00:00,1213300.0,Closed,2025-08-31 00:00:00,2025-09-03 00:00:00,10.41,24,0.0,700-749
L001247,C003687,B029,Vehicle,2023-03-30 00:00:00,149100.0,Rejected,,,16.79,36,0.0,<600
L001248,C002527,B028,Vehicle,2023-01-31 00:00:00,801500.0,Disbursed,2023-02-14 00:00:00,2023-02-22 00:00:00,12.5,12,396441.84,600-699
L001249,C003355,B021,Vehicle,2025-04-05 00:00:00,143800.0,Disbursed,2025-04-13 00:00:00,2025-04-19 00:00:00,15.09,24,84572.82,<600
L001250,C000466,B025,Vehicle,2025-05-31 00:00:00,1178500.0,Approved,2025-06-06 00:00:00,,11.19,12,0.0,750+
L001251,C002796,B020,Personal,2025-05-19 00:00:00,309600.0,Disbursed,2025-05-23 00:00:00,2025-05-30 00:00:00,14.68,36,228236.1,700-749
L001252,C004755,B026,Home,2023-05-08 00:00:00,730700.0,Disbursed,2023-05-11 00:00:00,2023-05-14 00:00:00,12.31,24,638579.92,700-749
L001253,C000368,B023,Education,2024-07-01 00:00:00,184900.0,Disbursed,2024-07-02 00:00:00,2024-07-07 00:00:00,11.83,48,83814.79,750+
L001254,C003874,B029,Education,2025-11-09 00:00:00,814000.0,Disbursed,2025-11-10 00:00:00,2025-11-17 00:00:00,8.82,12,771198.54,700-749
L001255,C004690,B013,Education,2025-07-11 00:00:00,1764700.0,Disbursed,2025-07-25 00:00:00,2025-08-03 00:00:00,8.67,180,1044696.44,700-749
L001256,C000923,B016,Vehicle,2025-01-14 00:00:00,711000.0,Closed,2025-01-22 00:00:00,2025-01-25 00:00:00,17.67,24,0.0,700-749
L001257,C002856,B002,Vehicle,2023-03-19 00:00:00,1010500.0,Disbursed,2023-03-27 00:00:00,2023-03-28 00:00:00,14.0,60,471287.24,700-749
L001258,C002539,B005,Business,2023-02-26 00:00:00,115900.0,Disbursed,2023-03-08 00:00:00,2023-03-14 00:00:00,15.25,12,100859.88,600-699
L001259,C004828,B009,Personal,2023-08-15 00:00:00,156900.0,Disbursed,2023-08-26 00:00:00,2023-09-02 00:00:00,10.67,60,58777.94,750+
L001260,C001840,B027,Vehicle,2025-05-05 00:00:00,289000.0,Disbursed,2025-05-11 00:00:00,2025-05-14 00:00:00,12.03,12,151146.18,700-749
L001261,C003552,B025,Personal,2023-06-16 00:00:00,614200.0,Disbursed,2023-06-21 00:00:00,2023-06-28 00:00:00,13.31,12,282803.73,750+
L001262,C002012,B016,Business,2026-02-22 00:00:00,203400.0,Disbursed,2026-03-07 00:00:00,2026-03-12 00:00:00,11.7,60,151476.91,600-699
L001263,C001190,B030,Personal,2025-10-26 00:00:00,441000.0,Rejected,,,12.54,180,0.0,750+
L001264,C002125,B017,Education,2026-03-07 00:00:00,279200.0,Rejected,,,7.04,24,0.0,<600
L001265,C002288,B011,Home,2026-01-12 00:00:00,627100.0,Rejected,,,17.67,240,0.0,600-699
L001266,C002323,B006,Vehicle,2024-02-04 00:00:00,67700.0,Disbursed,2024-02-08 00:00:00,2024-02-09 00:00:00,12.12,48,50679.04,750+
L001267,C004250,B015,Home,2023-01-31 00:00:00,112100.0,Closed,2023-02-09 00:00:00,2023-02-12 00:00:00,9.13,48,0.0,700-749
L001268,C000542,B001,Personal,2024-02-07 00:00:00,376300.0,Approved,2024-02-08 00:00:00,,15.67,48,0.0,<600
L001269,C001403,B012,Home,2024-10-16 00:00:00,468600.0,Disbursed,2024-10-27 00:00:00,2024-10-29 00:00:00,13.25,240,225935.57,700-749
L001270,C000064,B011,Home,2025-09-04 00:00:00,86000.0,Disbursed,2025-09-14 00:00:00,2025-09-15 00:00:00,16.23,180,21598.46,700-749
L001271,C001315,B019,Personal,2024-07-25 00:00:00,567300.0,Disbursed,2024-07-27 00:00:00,2024-07-28 00:00:00,8.0,180,334899.85,700-749
L001272,C000223,B001,Vehicle,2026-01-26 00:00:00,766700.0,Disbursed,2026-01-28 00:00:00,2026-02-04 00:00:00,16.27,240,527590.91,700-749
L001273,C001671,B005,Business,2025-01-14 00:00:00,808700.0,Approved,2025-01-15 00:00:00,,16.46,48,0.0,750+
L001274,C004817,B028,Home,2023-12-21 00:00:00,480700.0,Disbursed,2023-12-27 00:00:00,2023-12-28 00:00:00,8.34,24,369067.59,600-699
L001275,C002811,B019,Vehicle,2024-08-19 00:00:00,231100.0,Rejected,,,17.44,60,0.0,600-699
L001276,C002046,B003,Personal,2023-01-11 00:00:00,799000.0,Approved,2023-01-25 00:00:00,,9.17,120,0.0,600-699
L001277,C003151,B010,Vehicle,2023-08-11 00:00:00,278000.0,Disbursed,2023-08-17 00:00:00,2023-08-23 00:00:00,10.75,36,244213.59,700-749
L001278,C003806,B019,Vehicle,2024-06-27 00:00:00,497100.0,Disbursed,2024-06-28 00:00:00,2024-07-03 00:00:00,15.82,24,268305.15,750+
L001279,C003831,B015,Personal,2023-06-28 00:00:00,198700.0,Disbursed,2023-07-02 00:00:00,2023-07-03 00:00:00,9.25,180,127299.47,600-699
L001280,C002669,B021,Home,2024-03-24 00:00:00,263500.0,Disbursed,2024-03-27 00:00:00,2024-04-03 00:00:00,12.11,60,232746.51,700-749
L001281,C004337,B020,Personal,2025-10-06 00:00:00,242800.0,Closed,2025-10-11 00:00:00,2025-10-20 00:00:00,11.94,12,0.0,700-749
L001282,C000538,B022,Home,2024-10-11 00:00:00,907500.0,Rejected,,,16.38,48,0.0,<600
L001283,C000002,B013,Personal,2023-07-17 00:00:00,916800.0,Closed,2023-07-25 00:00:00,2023-08-02 00:00:00,12.45,12,0.0,600-699
L001284,C003817,B016,Education,2024-03-30 00:00:00,102900.0,Disbursed,2024-04-02 00:00:00,2024-04-09 00:00:00,11.4,240,68550.25,750+
L001285,C004052,B013,Personal,2023-12-21 00:00:00,944000.0,Rejected,,,11.47,48,0.0,700-749
L001286,C002310,B030,Vehicle,2023-06-15 00:00:00,120500.0,Rejected,,,10.36,120,0.0,750+
L001287,C000041,B013,Education,2025-05-08 00:00:00,266400.0,Disbursed,2025-05-14 00:00:00,2025-05-22 00:00:00,8.5,240,93664.65,750+
L001288,C001407,B013,Home,2023-09-13 00:00:00,1094000.0,Rejected,,,17.8,240,0.0,600-699
L001289,C004849,B025,Home,2025-07-03 00:00:00,60300.0,Approved,2025-07-15 00:00:00,,15.06,60,0.0,600-699
L001290,C003499,B022,Personal,2023-10-13 00:00:00,204200.0,Disbursed,2023-10-25 00:00:00,2023-11-02 00:00:00,16.06,12,129472.84,750+
L001291,C000567,B009,Home,2024-11-12 00:00:00,751500.0,Rejected,,,13.36,36,0.0,700-749
L001292,C002492,B012,Business,2025-03-23 00:00:00,145000.0,Disbursed,2025-03-24 00:00:00,2025-03-28 00:00:00,12.0,120,67479.36,750+
L001293,C003619,B030,Education,2024-12-19 00:00:00,1755000.0,Disbursed,2024-12-30 00:00:00,2025-01-06 00:00:00,15.39,240,1060292.89,750+
L001294,C001967,B019,Business,2023-08-30 00:00:00,115100.0,Disbursed,2023-09-04 00:00:00,2023-09-08 00:00:00,9.42,12,34277.99,750+
L001295,C000836,B018,Education,2025-05-16 00:00:00,239600.0,Disbursed,2025-05-29 00:00:00,2025-06-06 00:00:00,10.08,240,134965.54,600-699
L001296,C004513,B006,Home,2026-03-28 00:00:00,250400.0,Closed,2026-04-04 00:00:00,2026-04-10 00:00:00,10.88,240,0.0,600-699
L001297,C001041,B003,Home,2025-03-05 00:00:00,342200.0,Closed,2025-03-17 00:00:00,2025-03-22 00:00:00,17.31,48,0.0,750+
L001298,C001060,B028,Personal,2026-04-03 00:00:00,685600.0,Disbursed,2026-04-07 00:00:00,2026-04-10 00:00:00,10.47,36,413578.85,600-699
L001299,C003324,B020,Home,2024-12-14 00:00:00,940800.0,Rejected,,,13.3,120,0.0,<600
L001300,C001354,B024,Vehicle,2024-12-29 00:00:00,300300.0,Disbursed,2025-01-03 00:00:00,2025-01-09 00:00:00,8.97,24,246931.77,750+
L001301,C000394,B001,Home,2023-03-27 00:00:00,1234800.0,Disbursed,2023-04-05 00:00:00,2023-04-12 00:00:00,13.77,240,883170.36,700-749
L001302,C003082,B019,Business,2024-08-03 00:00:00,371600.0,Disbursed,2024-08-15 00:00:00,2024-08-16 00:00:00,15.55,36,110823.79,700-749
L001303,C002769,B009,Home,2024-01-04 00:00:00,478700.0,Rejected,,,11.97,12,0.0,700-749
L001304,C001381,B003,Vehicle,2023-06-05 00:00:00,1223500.0,Disbursed,2023-06-07 00:00:00,2023-06-10 00:00:00,8.17,180,556758.98,700-749
L001305,C003698,B025,Business,2023-03-21 00:00:00,596400.0,Disbursed,2023-03-22 00:00:00,2023-03-26 00:00:00,16.92,240,305406.71,750+
L001306,C000249,B003,Vehicle,2025-12-29 00:00:00,209400.0,Disbursed,2025-12-30 00:00:00,2026-01-04 00:00:00,12.97,48,169680.59,750+
L001307,C000424,B025,Vehicle,2024-10-02 00:00:00,318000.0,Closed,2024-10-15 00:00:00,2024-10-23 00:00:00,15.59,48,0.0,700-749
L001308,C004836,B004,Education,2023-07-29 00:00:00,643700.0,Disbursed,2023-08-08 00:00:00,2023-08-12 00:00:00,14.48,24,573737.2,600-699
L001309,C004611,B008,Personal,2026-02-22 00:00:00,801400.0,Approved,2026-03-08 00:00:00,,12.35,240,0.0,750+
L001310,C002798,B007,Vehicle,2026-02-19 00:00:00,131200.0,Disbursed,2026-02-24 00:00:00,2026-02-27 00:00:00,12.63,60,45557.41,750+
L001311,C002120,B006,Home,2025-03-10 00:00:00,289000.0,Disbursed,2025-03-20 00:00:00,2025-03-28 00:00:00,14.96,240,130105.69,750+
L001312,C004105,B013,Personal,2024-07-26 00:00:00,279600.0,Rejected,,,9.43,120,0.0,600-699
L001313,C000864,B004,Personal,2023-01-07 00:00:00,140000.0,Rejected,,,8.55,120,0.0,600-699
L001314,C004952,B011,Home,2025-06-12 00:00:00,585500.0,Disbursed,2025-06-26 00:00:00,2025-07-02 00:00:00,8.8,36,157142.23,700-749
L001315,C001931,B010,Business,2024-05-23 00:00:00,2025200.0,Closed,2024-05-27 00:00:00,2024-05-29 00:00:00,11.15,48,0.0,600-699
L001316,C001701,B020,Home,2023-03-27 00:00:00,2670500.0,Disbursed,2023-04-04 00:00:00,2023-04-06 00:00:00,8.9,36,1698004.42,750+
L001317,C000994,B030,Personal,2024-03-18 00:00:00,192400.0,Approved,2024-03-29 00:00:00,,15.3,180,0.0,<600
L001318,C004147,B024,Home,2024-05-25 00:00:00,79400.0,Disbursed,2024-05-26 00:00:00,2024-05-30 00:00:00,10.22,120,21501.74,750+
L001319,C001577,B017,Vehicle,2023-12-22 00:00:00,237000.0,Disbursed,2023-12-25 00:00:00,2023-12-31 00:00:00,8.96,240,192752.06,700-749
L001320,C000470,B006,Home,2024-07-14 00:00:00,567500.0,Disbursed,2024-07-27 00:00:00,2024-08-01 00:00:00,9.76,12,223583.72,700-749
L001321,C000658,B023,Home,2023-02-26 00:00:00,171800.0,Disbursed,2023-03-12 00:00:00,2023-03-17 00:00:00,12.53,240,148795.17,750+
L001322,C000893,B018,Home,2024-09-22 00:00:00,1493800.0,Disbursed,2024-10-05 00:00:00,2024-10-13 00:00:00,10.41,120,1132896.8,700-749
L001323,C002909,B004,Education,2025-11-28 00:00:00,148300.0,Rejected,,,17.49,180,0.0,750+
L001324,C004138,B019,Vehicle,2025-03-12 00:00:00,677100.0,Disbursed,2025-03-22 00:00:00,2025-03-28 00:00:00,7.56,24,261400.72,600-699
L001325,C004743,B009,Vehicle,2023-03-24 00:00:00,1436400.0,Rejected,,,16.26,120,0.0,750+
L001326,C000144,B011,Education,2024-02-15 00:00:00,159700.0,Disbursed,2024-02-22 00:00:00,2024-02-23 00:00:00,7.94,60,111930.93,750+
L001327,C000254,B008,Personal,2024-09-18 00:00:00,392200.0,Approved,2024-09-20 00:00:00,,10.95,24,0.0,700-749
L001328,C001405,B028,Home,2024-01-23 00:00:00,314400.0,Closed,2024-02-06 00:00:00,2024-02-12 00:00:00,15.37,48,0.0,750+
L001329,C000029,B008,Home,2026-02-12 00:00:00,278600.0,Approved,2026-02-18 00:00:00,,15.5,12,0.0,700-749
L001330,C001464,B016,Business,2025-07-30 00:00:00,130600.0,Disbursed,2025-08-02 00:00:00,2025-08-09 00:00:00,16.49,60,63477.04,700-749
L001331,C002480,B015,Education,2023-08-21 00:00:00,916300.0,Closed,2023-09-01 00:00:00,2023-09-06 00:00:00,12.71,120,0.0,750+
L001332,C000311,B010,Personal,2023-06-09 00:00:00,178900.0,Approved,2023-06-10 00:00:00,,9.02,180,0.0,700-749
L001333,C000805,B012,Home,2024-08-14 00:00:00,221600.0,Disbursed,2024-08-21 00:00:00,2024-08-30 00:00:00,12.16,240,92830.51,600-699
L001334,C001920,B014,Personal,2026-06-22 00:00:00,613800.0,Approved,2026-07-02 00:00:00,,9.67,12,0.0,750+
L001335,C003240,B025,Business,2023-07-24 00:00:00,109900.0,Approved,2023-07-27 00:00:00,,9.32,12,0.0,700-749
L001336,C004477,B014,Business,2025-10-27 00:00:00,203400.0,Disbursed,2025-11-08 00:00:00,2025-11-15 00:00:00,12.58,12,87602.82,750+
L001337,C002790,B029,Business,2025-09-25 00:00:00,325300.0,Disbursed,2025-09-26 00:00:00,2025-10-02 00:00:00,16.23,240,87598.47,750+
L001338,C003307,B029,Home,2024-05-23 00:00:00,512900.0,Rejected,,,15.83,24,0.0,750+
L001339,C000555,B021,Education,2025-12-02 00:00:00,92700.0,Approved,2025-12-05 00:00:00,,15.08,120,0.0,700-749
L001340,C002686,B021,Vehicle,2026-06-12 00:00:00,1312500.0,Disbursed,2026-06-23 00:00:00,2026-06-29 00:00:00,17.99,36,594907.9,750+
L001341,C001683,B013,Personal,2024-01-16 00:00:00,83700.0,Disbursed,2024-01-28 00:00:00,2024-02-06 00:00:00,12.84,36,29291.21,750+
L001342,C004707,B030,Personal,2024-04-05 00:00:00,588200.0,Disbursed,2024-04-12 00:00:00,2024-04-14 00:00:00,15.76,120,241756.91,750+
L001343,C001766,B030,Vehicle,2025-06-23 00:00:00,1587000.0,Disbursed,2025-06-27 00:00:00,2025-07-06 00:00:00,9.02,12,709670.13,700-749
L001344,C003791,B002,Personal,2025-10-13 00:00:00,1752600.0,Disbursed,2025-10-24 00:00:00,2025-10-26 00:00:00,10.81,12,1097929.53,700-749
L001345,C004335,B026,Education,2023-11-28 00:00:00,1799100.0,Disbursed,2023-12-07 00:00:00,2023-12-12 00:00:00,12.15,48,755674.1,750+
L001346,C002298,B019,Personal,2025-12-17 00:00:00,273500.0,Approved,2025-12-22 00:00:00,,14.35,12,0.0,700-749
L001347,C004979,B011,Education,2026-06-24 00:00:00,76200.0,Closed,2026-07-01 00:00:00,2026-07-10 00:00:00,12.92,60,0.0,600-699
L001348,C004629,B030,Personal,2024-07-16 00:00:00,167200.0,Closed,2024-07-27 00:00:00,2024-08-05 00:00:00,16.71,240,0.0,750+
L001349,C004627,B021,Home,2024-12-18 00:00:00,873900.0,Disbursed,2024-12-28 00:00:00,2024-12-29 00:00:00,14.32,120,371335.3,750+
L001350,C002597,B015,Personal,2025-08-05 00:00:00,292300.0,Disbursed,2025-08-14 00:00:00,2025-08-17 00:00:00,17.27,120,275637.36,700-749
L001351,C001066,B026,Business,2024-05-19 00:00:00,13500.0,Disbursed,2024-05-24 00:00:00,2024-05-27 00:00:00,10.13,48,4770.8,750+
L001352,C004370,B029,Personal,2024-01-30 00:00:00,870000.0,Closed,2024-02-11 00:00:00,2024-02-17 00:00:00,9.86,24,0.0,750+
L001353,C000406,B025,Vehicle,2024-05-13 00:00:00,708400.0,Rejected,,,15.32,60,0.0,700-749
L001354,C003009,B002,Personal,2025-12-06 00:00:00,49400.0,Disbursed,2025-12-19 00:00:00,2025-12-27 00:00:00,8.16,24,31824.77,600-699
L001355,C003974,B008,Personal,2025-12-07 00:00:00,1671600.0,Disbursed,2025-12-09 00:00:00,2025-12-14 00:00:00,14.58,36,1483921.13,700-749
L001356,C004085,B027,Home,2025-03-17 00:00:00,821800.0,Closed,2025-03-31 00:00:00,2025-04-05 00:00:00,11.39,120,0.0,750+
L001357,C002882,B001,Personal,2025-09-21 00:00:00,344300.0,Disbursed,2025-09-28 00:00:00,2025-10-01 00:00:00,14.13,120,214790.25,750+
L001358,C002644,B020,Personal,2023-10-29 00:00:00,311900.0,Disbursed,2023-10-30 00:00:00,2023-11-05 00:00:00,13.51,12,285398.21,<600
L001359,C003121,B008,Business,2025-07-15 00:00:00,398500.0,Disbursed,2025-07-16 00:00:00,2025-07-21 00:00:00,14.52,240,115478.62,700-749
L001360,C001809,B001,Home,2023-09-11 00:00:00,527900.0,Disbursed,2023-09-24 00:00:00,2023-09-28 00:00:00,14.58,12,450060.19,700-749
L001361,C004527,B003,Vehicle,2025-07-10 00:00:00,306500.0,Rejected,,,17.05,60,0.0,750+
L001362,C000565,B004,Personal,2026-04-23 00:00:00,1086900.0,Disbursed,2026-05-03 00:00:00,2026-05-11 00:00:00,13.34,180,639698.66,700-749
L001363,C004152,B007,Business,2023-12-24 00:00:00,249500.0,Rejected,,,17.38,48,0.0,700-749
L001364,C004969,B027,Personal,2025-02-25 00:00:00,1101100.0,Rejected,,,8.8,12,0.0,600-699
L001365,C000078,B024,Personal,2023-11-22 00:00:00,797000.0,Disbursed,2023-12-04 00:00:00,2023-12-13 00:00:00,10.92,180,474151.02,600-699
L001366,C004996,B015,Personal,2025-07-24 00:00:00,314700.0,Disbursed,2025-07-31 00:00:00,2025-08-03 00:00:00,9.28,60,212111.21,600-699
L001367,C003911,B002,Home,2024-06-06 00:00:00,830500.0,Disbursed,2024-06-20 00:00:00,2024-06-24 00:00:00,7.63,12,365962.1,600-699
L001368,C003442,B018,Home,2025-06-06 00:00:00,451100.0,Disbursed,2025-06-13 00:00:00,2025-06-18 00:00:00,13.08,24,394201.65,750+
L001369,C003136,B011,Home,2023-05-30 00:00:00,1256000.0,Disbursed,2023-06-10 00:00:00,2023-06-16 00:00:00,9.03,24,1004285.78,<600
L001370,C000267,B008,Business,2023-01-26 00:00:00,9900.0,Disbursed,2023-01-30 00:00:00,2023-02-01 00:00:00,10.95,120,2906.7,600-699
L001371,C003836,B013,Vehicle,2024-04-04 00:00:00,872700.0,Rejected,,,15.63,60,0.0,600-699
L001372,C000262,B002,Business,2024-12-18 00:00:00,274400.0,Rejected,,,12.09,180,0.0,600-699
L001373,C002501,B026,Personal,2025-07-14 00:00:00,883900.0,Rejected,,,10.3,48,0.0,700-749
L001374,C004518,B019,Education,2023-03-08 00:00:00,206900.0,Approved,2023-03-14 00:00:00,,15.01,36,0.0,700-749
L001375,C000215,B017,Home,2024-12-10 00:00:00,384600.0,Disbursed,2024-12-13 00:00:00,2024-12-20 00:00:00,16.41,60,322378.95,750+
L001376,C002842,B006,Business,2025-03-10 00:00:00,116400.0,Approved,2025-03-22 00:00:00,,14.56,240,0.0,700-749
L001377,C004608,B001,Education,2025-05-23 00:00:00,862800.0,Disbursed,2025-05-29 00:00:00,2025-05-30 00:00:00,10.46,24,701349.93,750+
L001378,C001593,B011,Home,2025-02-14 00:00:00,225300.0,Disbursed,2025-02-28 00:00:00,2025-03-09 00:00:00,17.35,48,184645.55,600-699
L001379,C004549,B017,Vehicle,2026-01-10 00:00:00,68000.0,Disbursed,2026-01-15 00:00:00,2026-01-24 00:00:00,13.85,60,58036.2,750+
L001380,C004489,B008,Personal,2023-11-29 00:00:00,188400.0,Closed,2023-12-09 00:00:00,2023-12-11 00:00:00,14.6,240,0.0,600-699
L001381,C003561,B019,Home,2024-10-12 00:00:00,1291500.0,Rejected,,,15.72,36,0.0,700-749
L001382,C004329,B022,Personal,2025-08-10 00:00:00,194100.0,Disbursed,2025-08-18 00:00:00,2025-08-19 00:00:00,15.93,48,105419.17,750+
L001383,C001339,B026,Vehicle,2024-02-22 00:00:00,1035700.0,Disbursed,2024-02-24 00:00:00,2024-03-01 00:00:00,9.76,36,319151.58,<600
