Card_ID,Account_ID,Card_Type,Issue_Date,Activation_Date,Card_Status,Card_Network,Expiry_Date,Replacement_Count,Block_Reason
CD002358,A0002770,Credit,2022-04-16 00:00:00,2022-04-21 00:00:00,Active,RuPay,2027-04-16 00:00:00,2,
CD002359,A0001475,Debit,2022-07-28 00:00:00,2022-08-02 00:00:00,Blocked,Visa,2027-07-28 00:00:00,0,Lost
CD002360,A0000600,Credit,2024-01-24 00:00:00,2024-01-29 00:00:00,Inactive,Visa,2029-01-24 00:00:00,0,
CD002361,A0005359,Credit,2022-11-03 00:00:00,2022-11-08 00:00:00,Active,Mastercard,2027-11-03 00:00:00,0,
CD002362,A0004907,Credit,2024-11-28 00:00:00,2024-12-03 00:00:00,Active,Visa,2029-11-28 00:00:00,0,
CD002363,A0001055,Debit,2026-01-10 00:00:00,2026-01-13 00:00:00,Active,RuPay,2031-01-10 00:00:00,0,
CD002364,A0001783,Debit,2023-11-14 00:00:00,2023-11-16 00:00:00,Active,RuPay,2028-11-14 00:00:00,0,
CD002365,A0001510,Debit,2024-02-19 00:00:00,2024-02-19 00:00:00,Active,Mastercard,2029-02-19 00:00:00,0,
CD002366,A0004501,Debit,2023-02-13 00:00:00,2023-02-18 00:00:00,Active,Visa,2028-02-13 00:00:00,0,
CD002367,A0000842,Credit,2023-09-26 00:00:00,2023-10-02 00:00:00,Active,RuPay,2028-09-26 00:00:00,2,
CD002368,A0004781,Credit,2023-04-04 00:00:00,2023-04-11 00:00:00,Active,Mastercard,2028-04-04 00:00:00,1,
CD002369,A0001435,Debit,2024-06-29 00:00:00,2024-07-04 00:00:00,Active,Visa,2029-06-29 00:00:00,1,
CD002370,A0005940,Debit,2025-06-28 00:00:00,2025-07-05 00:00:00,Active,RuPay,2030-06-28 00:00:00,0,
CD002371,A0004302,Credit,2024-06-17 00:00:00,2024-06-23 00:00:00,Active,Visa,2029-06-17 00:00:00,0,
CD002372,A0002691,Debit,2026-06-01 00:00:00,2026-06-08 00:00:00,Active,Mastercard,2031-06-01 00:00:00,0,
CD002373,A0002918,Debit,2025-09-19 00:00:00,2025-09-23 00:00:00,Active,Visa,2030-09-19 00:00:00,0,
CD002374,A0004015,Debit,2022-06-26 00:00:00,2022-07-03 00:00:00,Active,Visa,2027-06-26 00:00:00,0,
CD002375,A0004244,Debit,2025-01-23 00:00:00,2025-01-29 00:00:00,Inactive,RuPay,2030-01-23 00:00:00,0,
CD002376,A0004808,Debit,2023-11-13 00:00:00,2023-11-17 00:00:00,Active,Visa,2028-11-13 00:00:00,0,
CD002377,A0005095,Debit,2024-02-18 00:00:00,2024-02-24 00:00:00,Blocked,RuPay,2029-02-18 00:00:00,0,Customer Request
CD002378,A0005311,Debit,2023-04-07 00:00:00,2023-04-09 00:00:00,Inactive,Mastercard,2028-04-07 00:00:00,0,
CD002379,A0003859,Credit,2025-02-24 00:00:00,2025-03-03 00:00:00,Expired,RuPay,2030-02-24 00:00:00,0,
CD002380,A0000187,Debit,2024-10-25 00:00:00,2024-10-30 00:00:00,Active,RuPay,2029-10-25 00:00:00,1,
CD002381,A0002685,Credit,2022-10-19 00:00:00,2022-10-26 00:00:00,Active,Visa,2027-10-19 00:00:00,2,
CD002382,A0006374,Debit,2024-05-11 00:00:00,2024-05-12 00:00:00,Active,RuPay,2029-05-11 00:00:00,0,
CD002383,A0001711,Debit,2025-07-24 00:00:00,2025-07-27 00:00:00,Active,Visa,2030-07-24 00:00:00,1,
CD002384,A0003299,Debit,2023-04-07 00:00:00,2023-04-13 00:00:00,Active,Visa,2028-04-07 00:00:00,0,
CD002385,A0005941,Debit,2026-05-19 00:00:00,2026-05-22 00:00:00,Blocked,RuPay,2031-05-19 00:00:00,1,Customer Request
CD002386,A0001990,Credit,2023-10-09 00:00:00,2023-10-10 00:00:00,Active,Mastercard,2028-10-09 00:00:00,1,
CD002387,A0005684,Debit,2024-10-04 00:00:00,2024-10-06 00:00:00,Active,Mastercard,2029-10-04 00:00:00,0,
CD002388,A0002480,Credit,2022-11-22 00:00:00,2022-11-25 00:00:00,Active,Mastercard,2027-11-22 00:00:00,0,
CD002389,A0003453,Credit,2022-03-14 00:00:00,2022-03-14 00:00:00,Active,Visa,2027-03-14 00:00:00,0,
CD002390,A0003549,Debit,2025-09-19 00:00:00,2025-09-21 00:00:00,Inactive,Visa,2030-09-19 00:00:00,1,
CD002391,A0006316,Debit,2022-10-11 00:00:00,2022-10-11 00:00:00,Active,Visa,2027-10-11 00:00:00,0,
CD002392,A0006253,Debit,2024-04-22 00:00:00,2024-04-29 00:00:00,Active,Mastercard,2029-04-22 00:00:00,0,
CD002393,A0004064,Debit,2025-10-21 00:00:00,2025-10-27 00:00:00,Active,Mastercard,2030-10-21 00:00:00,1,
CD002394,A0005712,Debit,2025-11-29 00:00:00,2025-12-04 00:00:00,Active,Mastercard,2030-11-29 00:00:00,0,
CD002395,A0004009,Debit,2022-07-02 00:00:00,2022-07-05 00:00:00,Blocked,Visa,2027-07-02 00:00:00,1,Stolen
CD002396,A0000070,Debit,2023-10-17 00:00:00,2023-10-19 00:00:00,Active,Visa,2028-10-17 00:00:00,0,
CD002397,A0006366,Debit,2025-11-13 00:00:00,2025-11-18 00:00:00,Active,RuPay,2030-11-13 00:00:00,0,
CD002398,A0000278,Debit,2022-02-26 00:00:00,2022-03-04 00:00:00,Active,RuPay,2027-02-26 00:00:00,0,
CD002399,A0002138,Debit,2024-04-02 00:00:00,2024-04-02 00:00:00,Active,Mastercard,2029-04-02 00:00:00,1,
CD002400,A0000076,Credit,2026-03-21 00:00:00,2026-03-28 00:00:00,Active,Visa,2031-03-21 00:00:00,0,
CD002401,A0002236,Credit,2023-05-17 00:00:00,2023-05-17 00:00:00,Active,RuPay,2028-05-17 00:00:00,0,
CD002402,A0000044,Debit,2024-12-05 00:00:00,2024-12-07 00:00:00,Blocked,RuPay,2029-12-05 00:00:00,0,Customer Request
CD002403,A0004732,Debit,2024-02-13 00:00:00,2024-02-13 00:00:00,Active,Visa,2029-02-13 00:00:00,0,
CD002404,A0002448,Debit,2023-05-26 00:00:00,2023-05-30 00:00:00,Active,RuPay,2028-05-26 00:00:00,0,
CD002405,A0004563,Debit,2024-07-25 00:00:00,2024-07-30 00:00:00,Active,RuPay,2029-07-25 00:00:00,0,
CD002406,A0000510,Debit,2026-04-06 00:00:00,2026-04-09 00:00:00,Active,RuPay,2031-04-06 00:00:00,0,
CD002407,A0005086,Debit,2024-03-07 00:00:00,2024-03-07 00:00:00,Active,Mastercard,2029-03-07 00:00:00,0,
CD002408,A0000896,Credit,2023-04-23 00:00:00,2023-04-28 00:00:00,Blocked,Visa,2028-04-23 00:00:00,1,Suspected Fraud
CD002409,A0001798,Debit,2024-03-07 00:00:00,2024-03-12 00:00:00,Active,Visa,2029-03-07 00:00:00,2,
CD002410,A0002141,Debit,2024-07-14 00:00:00,2024-07-20 00:00:00,Blocked,Mastercard,2029-07-14 00:00:00,2,Lost
CD002411,A0000129,Debit,2025-04-17 00:00:00,2025-04-23 00:00:00,Active,Visa,2030-04-17 00:00:00,0,
CD002412,A0003452,Debit,2024-09-29 00:00:00,2024-09-29 00:00:00,Active,RuPay,2029-09-29 00:00:00,1,
CD002413,A0004455,Debit,2023-12-06 00:00:00,2023-12-09 00:00:00,Active,Visa,2028-12-06 00:00:00,0,
CD002414,A0001433,Debit,2023-06-22 00:00:00,2023-06-26 00:00:00,Active,Mastercard,2028-06-22 00:00:00,0,
CD002415,A0005798,Credit,2023-01-30 00:00:00,2023-01-30 00:00:00,Active,Visa,2028-01-30 00:00:00,1,
CD002416,A0002980,Debit,2022-10-14 00:00:00,2022-10-19 00:00:00,Active,Mastercard,2027-10-14 00:00:00,0,
CD002417,A0001088,Debit,2024-03-11 00:00:00,2024-03-13 00:00:00,Blocked,Mastercard,2029-03-11 00:00:00,1,Suspected Fraud
CD002418,A0005673,Debit,2023-06-03 00:00:00,2023-06-03 00:00:00,Active,Visa,2028-06-03 00:00:00,1,
CD002419,A0004054,Credit,2024-08-29 00:00:00,2024-09-02 00:00:00,Active,RuPay,2029-08-29 00:00:00,0,
CD002420,A0003834,Debit,2023-07-22 00:00:00,2023-07-28 00:00:00,Active,Mastercard,2028-07-22 00:00:00,0,
CD002421,A0000420,Credit,2022-09-04 00:00:00,2022-09-08 00:00:00,Active,Visa,2027-09-04 00:00:00,0,
CD002422,A0005910,Debit,2026-06-14 00:00:00,2026-06-17 00:00:00,Active,Visa,2031-06-14 00:00:00,0,
CD002423,A0006047,Debit,2025-02-15 00:00:00,2025-02-22 00:00:00,Active,Visa,2030-02-15 00:00:00,1,
CD002424,A0000799,Debit,2022-09-16 00:00:00,2022-09-19 00:00:00,Expired,RuPay,2027-09-16 00:00:00,0,
CD002425,A0000019,Debit,2022-03-19 00:00:00,2022-03-26 00:00:00,Active,Mastercard,2027-03-19 00:00:00,0,
CD002426,A0005367,Debit,2023-06-05 00:00:00,2023-06-08 00:00:00,Active,RuPay,2028-06-05 00:00:00,0,
CD002427,A0002917,Credit,2024-08-27 00:00:00,2024-09-03 00:00:00,Inactive,RuPay,2029-08-27 00:00:00,0,
CD002428,A0003883,Debit,2024-12-01 00:00:00,2024-12-02 00:00:00,Active,Visa,2029-12-01 00:00:00,1,
CD002429,A0001251,Debit,2023-07-24 00:00:00,2023-07-25 00:00:00,Active,Visa,2028-07-24 00:00:00,1,
CD002430,A0004273,Credit,2024-05-03 00:00:00,2024-05-03 00:00:00,Active,RuPay,2029-05-03 00:00:00,0,
CD002431,A0001606,Debit,2025-01-19 00:00:00,2025-01-22 00:00:00,Active,Mastercard,2030-01-19 00:00:00,0,
CD002432,A0005537,Debit,2024-05-06 00:00:00,2024-05-08 00:00:00,Active,RuPay,2029-05-06 00:00:00,0,
CD002433,A0004369,Debit,2024-08-03 00:00:00,2024-08-04 00:00:00,Active,Mastercard,2029-08-03 00:00:00,0,
CD002434,A0004397,Debit,2023-07-09 00:00:00,2023-07-15 00:00:00,Active,Visa,2028-07-09 00:00:00,0,
CD002435,A0006015,Debit,2022-05-07 00:00:00,2022-05-07 00:00:00,Active,RuPay,2027-05-07 00:00:00,0,
CD002436,A0002469,Debit,2022-10-10 00:00:00,2022-10-12 00:00:00,Active,Visa,2027-10-10 00:00:00,0,
CD002437,A0000264,Debit,2024-05-24 00:00:00,2024-05-29 00:00:00,Active,Visa,2029-05-24 00:00:00,0,
CD002438,A0001062,Debit,2025-04-10 00:00:00,2025-04-15 00:00:00,Active,RuPay,2030-04-10 00:00:00,0,
CD002439,A0003912,Debit,2025-06-11 00:00:00,2025-06-13 00:00:00,Active,Visa,2030-06-11 00:00:00,0,
CD002440,A0003606,Debit,2023-11-02 00:00:00,2023-11-06 00:00:00,Active,Visa,2028-11-02 00:00:00,0,
CD002441,A0004977,Debit,2025-10-08 00:00:00,2025-10-08 00:00:00,Active,RuPay,2030-10-08 00:00:00,1,
CD002442,A0005848,Debit,2024-06-19 00:00:00,2024-06-20 00:00:00,Active,Mastercard,2029-06-19 00:00:00,0,
CD002443,A0000651,Credit,2022-04-01 00:00:00,2022-04-03 00:00:00,Active,Mastercard,2027-04-01 00:00:00,2,
CD002444,A0004155,Debit,2024-07-12 00:00:00,2024-07-17 00:00:00,Inactive,Mastercard,2029-07-12 00:00:00,2,
CD002445,A0000451,Credit,2025-07-12 00:00:00,2025-07-15 00:00:00,Active,Mastercard,2030-07-12 00:00:00,0,
CD002446,A0005462,Debit,2024-06-14 00:00:00,2024-06-20 00:00:00,Active,Visa,2029-06-14 00:00:00,2,
CD002447,A0000624,Debit,2025-05-15 00:00:00,2025-05-16 00:00:00,Active,Visa,2030-05-15 00:00:00,0,
CD002448,A0000244,Credit,2026-04-08 00:00:00,2026-04-14 00:00:00,Blocked,Mastercard,2031-04-08 00:00:00,0,Lost
CD002449,A0004851,Credit,2023-12-23 00:00:00,2023-12-24 00:00:00,Expired,Visa,2028-12-23 00:00:00,0,
CD002450,A0002529,Debit,2022-09-09 00:00:00,2022-09-15 00:00:00,Blocked,RuPay,2027-09-09 00:00:00,0,Customer Request
CD002451,A0001768,Debit,2024-10-15 00:00:00,2024-10-21 00:00:00,Inactive,Visa,2029-10-15 00:00:00,2,
CD002452,A0002784,Debit,2022-09-30 00:00:00,2022-10-07 00:00:00,Active,Mastercard,2027-09-30 00:00:00,1,
CD002453,A0002356,Credit,2023-06-05 00:00:00,2023-06-08 00:00:00,Active,RuPay,2028-06-05 00:00:00,2,
CD002454,A0002552,Debit,2023-05-18 00:00:00,2023-05-22 00:00:00,Active,Visa,2028-05-18 00:00:00,0,
CD002455,A0000009,Debit,2022-02-09 00:00:00,2022-02-15 00:00:00,Expired,Visa,2027-02-09 00:00:00,0,
CD002456,A0006332,Debit,2025-01-14 00:00:00,2025-01-14 00:00:00,Active,Visa,2030-01-14 00:00:00,0,
CD002457,A0000042,Debit,2022-11-03 00:00:00,2022-11-06 00:00:00,Active,RuPay,2027-11-03 00:00:00,2,
CD002458,A0006483,Debit,2023-05-23 00:00:00,2023-05-23 00:00:00,Active,Mastercard,2028-05-23 00:00:00,0,
CD002459,A0003974,Credit,2025-01-01 00:00:00,2025-01-04 00:00:00,Blocked,RuPay,2030-01-01 00:00:00,0,Customer Request
CD002460,A0006170,Debit,2026-03-28 00:00:00,2026-04-01 00:00:00,Active,Visa,2031-03-28 00:00:00,0,
CD002461,A0001529,Credit,2025-06-02 00:00:00,2025-06-05 00:00:00,Active,Mastercard,2030-06-02 00:00:00,0,
CD002462,A0005654,Debit,2022-05-15 00:00:00,2022-05-22 00:00:00,Active,Visa,2027-05-15 00:00:00,0,
CD002463,A0004952,Debit,2023-12-13 00:00:00,2023-12-18 00:00:00,Active,RuPay,2028-12-13 00:00:00,1,
CD002464,A0000310,Debit,2025-11-15 00:00:00,2025-11-20 00:00:00,Active,RuPay,2030-11-15 00:00:00,0,
CD002465,A0003298,Debit,2024-02-16 00:00:00,2024-02-16 00:00:00,Inactive,Mastercard,2029-02-16 00:00:00,0,
CD002466,A0002618,Debit,2025-02-22 00:00:00,2025-02-26 00:00:00,Active,Visa,2030-02-22 00:00:00,0,
CD002467,A0001714,Debit,2022-07-09 00:00:00,2022-07-15 00:00:00,Active,Mastercard,2027-07-09 00:00:00,0,
CD002468,A0001044,Debit,2025-01-25 00:00:00,2025-01-30 00:00:00,Active,Mastercard,2030-01-25 00:00:00,1,
CD002469,A0003695,Debit,2024-08-03 00:00:00,2024-08-10 00:00:00,Active,RuPay,2029-08-03 00:00:00,0,
CD002470,A0005315,Debit,2025-11-10 00:00:00,2025-11-17 00:00:00,Active,RuPay,2030-11-10 00:00:00,0,
CD002471,A0003716,Debit,2022-11-26 00:00:00,2022-11-28 00:00:00,Active,RuPay,2027-11-26 00:00:00,0,
CD002472,A0003421,Debit,2023-09-08 00:00:00,2023-09-12 00:00:00,Active,Mastercard,2028-09-08 00:00:00,0,
CD002473,A0005578,Credit,2025-04-23 00:00:00,2025-04-23 00:00:00,Active,RuPay,2030-04-23 00:00:00,0,
CD002474,A0003088,Debit,2023-03-20 00:00:00,2023-03-23 00:00:00,Active,Mastercard,2028-03-20 00:00:00,0,
CD002475,A0000214,Debit,2025-07-24 00:00:00,2025-07-29 00:00:00,Inactive,Visa,2030-07-24 00:00:00,1,
CD002476,A0006076,Credit,2023-07-04 00:00:00,2023-07-08 00:00:00,Blocked,Visa,2028-07-04 00:00:00,0,Lost
CD002477,A0005412,Debit,2025-11-17 00:00:00,2025-11-23 00:00:00,Blocked,Visa,2030-11-17 00:00:00,1,Suspected Fraud
CD002478,A0003156,Debit,2022-12-28 00:00:00,2022-12-29 00:00:00,Active,Mastercard,2027-12-28 00:00:00,1,
CD002479,A0001420,Debit,2024-08-15 00:00:00,2024-08-15 00:00:00,Inactive,Mastercard,2029-08-15 00:00:00,1,
CD002480,A0001617,Credit,2025-09-11 00:00:00,2025-09-17 00:00:00,Active,Visa,2030-09-11 00:00:00,1,
CD002481,A0004483,Credit,2024-04-15 00:00:00,2024-04-19 00:00:00,Active,Mastercard,2029-04-15 00:00:00,0,
CD002482,A0003919,Debit,2026-01-21 00:00:00,2026-01-21 00:00:00,Active,Mastercard,2031-01-21 00:00:00,0,
CD002483,A0005107,Debit,2022-05-22 00:00:00,2022-05-24 00:00:00,Active,Visa,2027-05-22 00:00:00,0,
CD002484,A0000421,Credit,2022-12-19 00:00:00,2022-12-25 00:00:00,Active,RuPay,2027-12-19 00:00:00,0,
CD002485,A0000133,Debit,2022-08-05 00:00:00,2022-08-06 00:00:00,Blocked,Mastercard,2027-08-05 00:00:00,0,Customer Request
CD002486,A0003330,Debit,2025-12-29 00:00:00,2026-01-03 00:00:00,Active,RuPay,2030-12-29 00:00:00,1,
CD002487,A0004514,Debit,2024-12-18 00:00:00,2024-12-18 00:00:00,Active,Mastercard,2029-12-18 00:00:00,0,
CD002488,A0001270,Debit,2023-10-06 00:00:00,2023-10-12 00:00:00,Active,RuPay,2028-10-06 00:00:00,0,
CD002489,A0001685,Debit,2022-07-27 00:00:00,2022-08-03 00:00:00,Active,RuPay,2027-07-27 00:00:00,0,
CD002490,A0002830,Credit,2024-02-29 00:00:00,2024-03-06 00:00:00,Active,RuPay,2029-02-28 00:00:00,1,
CD002491,A0000717,Credit,2025-03-10 00:00:00,2025-03-15 00:00:00,Active,Mastercard,2030-03-10 00:00:00,0,
CD002492,A0000406,Debit,2023-03-30 00:00:00,2023-04-02 00:00:00,Active,Visa,2028-03-30 00:00:00,0,
CD002493,A0002465,Debit,2023-12-26 00:00:00,2024-01-02 00:00:00,Active,RuPay,2028-12-26 00:00:00,0,
CD002494,A0004400,Debit,2026-04-18 00:00:00,2026-04-21 00:00:00,Active,Visa,2031-04-18 00:00:00,2,
CD002495,A0004018,Debit,2025-11-17 00:00:00,2025-11-21 00:00:00,Inactive,Mastercard,2030-11-17 00:00:00,2,
CD002496,A0000127,Credit,2025-04-06 00:00:00,2025-04-06 00:00:00,Active,Visa,2030-04-06 00:00:00,0,
CD002497,A0005614,Debit,2023-10-23 00:00:00,2023-10-26 00:00:00,Active,Visa,2028-10-23 00:00:00,1,
CD002498,A0004938,Debit,2024-05-31 00:00:00,2024-06-07 00:00:00,Active,Visa,2029-05-31 00:00:00,0,
CD002499,A0005587,Debit,2024-07-05 00:00:00,2024-07-10 00:00:00,Active,Visa,2029-07-05 00:00:00,0,
CD002500,A0000089,Credit,2025-03-26 00:00:00,2025-03-26 00:00:00,Active,Mastercard,2030-03-26 00:00:00,0,
CD002501,A0004402,Debit,2023-08-25 00:00:00,2023-08-27 00:00:00,Active,Mastercard,2028-08-25 00:00:00,0,
CD002502,A0001761,Debit,2022-12-02 00:00:00,2022-12-08 00:00:00,Active,Visa,2027-12-02 00:00:00,0,
CD002503,A0003073,Debit,2024-11-29 00:00:00,2024-12-04 00:00:00,Active,Mastercard,2029-11-29 00:00:00,1,
CD002504,A0000090,Debit,2024-06-19 00:00:00,2024-06-26 00:00:00,Active,Mastercard,2029-06-19 00:00:00,0,
CD002505,A0003558,Debit,2023-09-08 00:00:00,2023-09-15 00:00:00,Active,RuPay,2028-09-08 00:00:00,0,
CD002506,A0003277,Credit,2026-02-06 00:00:00,2026-02-10 00:00:00,Active,Visa,2031-02-06 00:00:00,0,
CD002507,A0005341,Debit,2022-11-30 00:00:00,2022-12-03 00:00:00,Active,Mastercard,2027-11-30 00:00:00,0,
CD002508,A0005231,Debit,2022-08-26 00:00:00,2022-08-31 00:00:00,Inactive,RuPay,2027-08-26 00:00:00,0,
CD002509,A0001183,Debit,2023-05-09 00:00:00,2023-05-16 00:00:00,Active,Visa,2028-05-09 00:00:00,0,
CD002510,A0000450,Debit,2025-01-20 00:00:00,2025-01-21 00:00:00,Active,RuPay,2030-01-20 00:00:00,2,
CD002511,A0004880,Debit,2026-03-17 00:00:00,2026-03-18 00:00:00,Inactive,Mastercard,2031-03-17 00:00:00,0,
CD002512,A0002179,Credit,2022-08-14 00:00:00,2022-08-20 00:00:00,Active,RuPay,2027-08-14 00:00:00,1,
CD002513,A0000591,Debit,2022-11-17 00:00:00,2022-11-19 00:00:00,Active,RuPay,2027-11-17 00:00:00,0,
CD002514,A0001604,Debit,2024-02-15 00:00:00,2024-02-18 00:00:00,Active,Visa,2029-02-15 00:00:00,0,
CD002515,A0001791,Debit,2025-11-04 00:00:00,2025-11-04 00:00:00,Inactive,RuPay,2030-11-04 00:00:00,0,
CD002516,A0005196,Debit,2024-08-24 00:00:00,2024-08-25 00:00:00,Blocked,RuPay,2029-08-24 00:00:00,0,Customer Request
CD002517,A0004777,Debit,2024-10-08 00:00:00,2024-10-13 00:00:00,Active,Visa,2029-10-08 00:00:00,0,
CD002518,A0002962,Debit,2022-01-28 00:00:00,2022-01-31 00:00:00,Active,RuPay,2027-01-28 00:00:00,0,
CD002519,A0003664,Debit,2022-07-20 00:00:00,2022-07-25 00:00:00,Blocked,RuPay,2027-07-20 00:00:00,1,Suspected Fraud
CD002520,A0003034,Debit,2022-08-29 00:00:00,2022-08-30 00:00:00,Active,Visa,2027-08-29 00:00:00,1,
CD002521,A0003111,Debit,2025-10-03 00:00:00,2025-10-10 00:00:00,Active,Visa,2030-10-03 00:00:00,1,
CD002522,A0004689,Debit,2026-03-16 00:00:00,2026-03-21 00:00:00,Active,Visa,2031-03-16 00:00:00,0,
CD002523,A0006011,Debit,2026-01-13 00:00:00,2026-01-15 00:00:00,Active,Mastercard,2031-01-13 00:00:00,0,
CD002524,A0005907,Debit,2023-09-10 00:00:00,2023-09-14 00:00:00,Active,RuPay,2028-09-10 00:00:00,0,
CD002525,A0005065,Debit,2024-08-23 00:00:00,2024-08-30 00:00:00,Expired,Mastercard,2029-08-23 00:00:00,1,
CD002526,A0001114,Debit,2024-06-04 00:00:00,2024-06-09 00:00:00,Active,Mastercard,2029-06-04 00:00:00,0,
CD002527,A0005220,Credit,2025-10-26 00:00:00,2025-10-29 00:00:00,Active,Mastercard,2030-10-26 00:00:00,0,
CD002528,A0005249,Debit,2024-09-11 00:00:00,2024-09-12 00:00:00,Active,RuPay,2029-09-11 00:00:00,0,
CD002529,A0004544,Debit,2023-06-09 00:00:00,2023-06-09 00:00:00,Active,Visa,2028-06-09 00:00:00,0,
CD002530,A0003445,Debit,2025-04-09 00:00:00,2025-04-13 00:00:00,Active,Mastercard,2030-04-09 00:00:00,0,
CD002531,A0000954,Debit,2024-06-02 00:00:00,2024-06-03 00:00:00,Blocked,Visa,2029-06-02 00:00:00,0,Suspected Fraud
CD002532,A0002521,Debit,2022-04-30 00:00:00,2022-05-07 00:00:00,Active,Visa,2027-04-30 00:00:00,0,
CD002533,A0006002,Debit,2023-04-06 00:00:00,2023-04-06 00:00:00,Active,Mastercard,2028-04-06 00:00:00,0,
CD002534,A0002510,Credit,2023-05-23 00:00:00,2023-05-27 00:00:00,Active,Visa,2028-05-23 00:00:00,1,
CD002535,A0004762,Debit,2025-10-26 00:00:00,2025-10-26 00:00:00,Blocked,RuPay,2030-10-26 00:00:00,0,Customer Request
CD002536,A0006304,Credit,2025-04-19 00:00:00,2025-04-19 00:00:00,Active,Visa,2030-04-19 00:00:00,0,
CD002537,A0005870,Credit,2025-08-02 00:00:00,2025-08-04 00:00:00,Active,Mastercard,2030-08-02 00:00:00,0,
CD002538,A0002693,Credit,2025-04-06 00:00:00,2025-04-09 00:00:00,Active,RuPay,2030-04-06 00:00:00,0,
CD002539,A0003109,Credit,2025-09-23 00:00:00,2025-09-27 00:00:00,Active,Visa,2030-09-23 00:00:00,0,
CD002540,A0004961,Debit,2025-12-20 00:00:00,2025-12-22 00:00:00,Active,RuPay,2030-12-20 00:00:00,0,
CD002541,A0005248,Debit,2022-03-24 00:00:00,2022-03-25 00:00:00,Active,RuPay,2027-03-24 00:00:00,0,
CD002542,A0001157,Debit,2025-09-30 00:00:00,2025-10-05 00:00:00,Active,Visa,2030-09-30 00:00:00,0,
CD002543,A0000760,Debit,2023-01-31 00:00:00,2023-01-31 00:00:00,Active,Visa,2028-01-31 00:00:00,2,
CD002544,A0000863,Debit,2023-05-24 00:00:00,2023-05-30 00:00:00,Active,RuPay,2028-05-24 00:00:00,0,
CD002545,A0003596,Debit,2025-04-13 00:00:00,2025-04-20 00:00:00,Inactive,Visa,2030-04-13 00:00:00,0,
CD002546,A0002268,Debit,2025-04-13 00:00:00,2025-04-19 00:00:00,Active,Mastercard,2030-04-13 00:00:00,0,
CD002547,A0002684,Credit,2024-12-20 00:00:00,2024-12-24 00:00:00,Active,Visa,2029-12-20 00:00:00,1,
CD002548,A0003944,Debit,2026-01-31 00:00:00,2026-02-02 00:00:00,Active,RuPay,2031-01-31 00:00:00,0,
CD002549,A0003123,Debit,2025-09-01 00:00:00,2025-09-03 00:00:00,Active,Visa,2030-09-01 00:00:00,0,
CD002550,A0003046,Debit,2023-10-12 00:00:00,2023-10-17 00:00:00,Active,Mastercard,2028-10-12 00:00:00,1,
CD002551,A0002678,Debit,2024-07-19 00:00:00,2024-07-21 00:00:00,Active,Mastercard,2029-07-19 00:00:00,0,
CD002552,A0000867,Debit,2024-06-29 00:00:00,2024-07-04 00:00:00,Active,RuPay,2029-06-29 00:00:00,0,
CD002553,A0005441,Credit,2023-01-08 00:00:00,2023-01-11 00:00:00,Inactive,Mastercard,2028-01-08 00:00:00,0,
CD002554,A0002885,Debit,2023-10-03 00:00:00,2023-10-05 00:00:00,Active,Mastercard,2028-10-03 00:00:00,3,
CD002555,A0000981,Debit,2024-12-19 00:00:00,2024-12-24 00:00:00,Blocked,RuPay,2029-12-19 00:00:00,0,Customer Request
CD002556,A0004376,Credit,2023-10-16 00:00:00,2023-10-19 00:00:00,Active,Mastercard,2028-10-16 00:00:00,0,
CD002557,A0004536,Debit,2026-02-16 00:00:00,2026-02-21 00:00:00,Active,Visa,2031-02-16 00:00:00,0,
CD002558,A0003448,Debit,2026-04-13 00:00:00,2026-04-14 00:00:00,Active,Visa,2031-04-13 00:00:00,1,
CD002559,A0005674,Debit,2023-02-09 00:00:00,2023-02-15 00:00:00,Active,Visa,2028-02-09 00:00:00,0,
CD002560,A0006246,Debit,2022-03-27 00:00:00,2022-03-28 00:00:00,Active,Visa,2027-03-27 00:00:00,0,
CD002561,A0002441,Debit,2022-12-26 00:00:00,2022-12-28 00:00:00,Expired,RuPay,2027-12-26 00:00:00,2,
CD002562,A0002704,Debit,2026-06-03 00:00:00,2026-06-10 00:00:00,Active,Visa,2031-06-03 00:00:00,1,
CD002563,A0003858,Debit,2024-01-06 00:00:00,2024-01-09 00:00:00,Active,Visa,2029-01-06 00:00:00,0,
CD002564,A0006490,Debit,2022-06-22 00:00:00,2022-06-29 00:00:00,Active,RuPay,2027-06-22 00:00:00,0,
CD002565,A0005174,Debit,2025-09-08 00:00:00,2025-09-11 00:00:00,Inactive,Mastercard,2030-09-08 00:00:00,0,
CD002566,A0004728,Credit,2022-10-06 00:00:00,2022-10-11 00:00:00,Active,Mastercard,2027-10-06 00:00:00,0,
CD002567,A0002075,Credit,2023-05-21 00:00:00,2023-05-28 00:00:00,Active,Mastercard,2028-05-21 00:00:00,0,
CD002568,A0006078,Debit,2023-08-28 00:00:00,2023-09-03 00:00:00,Blocked,Visa,2028-08-28 00:00:00,0,Customer Request
CD002569,A0003587,Debit,2025-10-08 00:00:00,2025-10-10 00:00:00,Active,RuPay,2030-10-08 00:00:00,0,
CD002570,A0000443,Debit,2024-02-09 00:00:00,2024-02-16 00:00:00,Blocked,Mastercard,2029-02-09 00:00:00,0,Stolen
CD002571,A0000864,Debit,2023-05-20 00:00:00,2023-05-20 00:00:00,Active,RuPay,2028-05-20 00:00:00,1,
