Complaint_ID,Customer_ID,Account_ID,Complaint_Type,Channel,Created_Date,Priority,Assigned_Team,Status,Resolved_Date,Resolution_Hours,SLA_Status,Escalated,Root_Cause
CP0004458,C002684,A0003714,Card Issue,Mobile App,2025-08-12 09:00:00,Medium,Cards Team,Closed,2025-08-13 18:00:00,33.0,Breached,Yes,Card Processing
CP0004459,C004442,A0003386,Transaction Failure,Email,2025-04-05 06:00:00,Low,Account Ops,Resolved,2025-04-07 20:00:00,62.0,Breached,Yes,System/Network
CP0004460,C001493,A0002979,Transaction Failure,Web,2025-06-10 18:00:00,Medium,Cards Team,Closed,2025-06-13 02:00:00,56.0,Within SLA,No,System/Network
CP0004461,C001522,A0006153,Digital Banking Issue,Call Center,2025-03-21 18:00:00,Medium,Digital Support,Resolved,2025-03-23 06:00:00,36.0,Within SLA,Yes,App/System
CP0004462,C001694,A0001183,Card Issue,Call Center,2025-07-05 17:00:00,Medium,Branch Ops,Resolved,2025-07-10 19:00:00,122.0,Breached,Yes,Card Processing
CP0004463,C000755,A0001633,Digital Banking Issue,Mobile App,2026-03-09 05:00:00,Medium,Digital Support,In Progress,,,Open,No,App/System
CP0004464,C002002,A0005315,Transaction Failure,Mobile App,2024-01-11 12:00:00,Medium,Digital Support,Resolved,2024-01-12 13:00:00,25.0,Within SLA,No,System/Network
CP0004465,C004156,A0000323,Card Issue,Call Center,2025-01-24 14:00:00,High,Branch Ops,Resolved,2025-01-29 06:00:00,112.0,Breached,Yes,Card Processing
CP0004466,C004084,A0004536,ATM Issue,Mobile App,2025-09-15 18:00:00,Medium,Payments Team,Resolved,2025-09-16 19:00:00,25.0,Within SLA,No,ATM/Network
CP0004467,C004157,A0001252,ATM Issue,Call Center,2025-05-20 18:00:00,High,Cards Team,Resolved,2025-05-24 08:00:00,86.0,Breached,Yes,ATM/Network
CP0004468,C003805,A0004457,Transaction Failure,Call Center,2025-02-26 21:00:00,Critical,Cards Team,In Progress,,,Open,No,System/Network
CP0004469,C004680,A0002058,Transaction Failure,Mobile App,2024-06-16 09:00:00,Medium,Cards Team,Resolved,2024-06-17 05:00:00,20.0,Within SLA,No,System/Network
CP0004470,C004142,A0004335,Card Issue,Mobile App,2026-04-23 18:00:00,Medium,Digital Support,Resolved,2026-04-25 03:00:00,33.0,Within SLA,No,Card Processing
CP0004471,C002206,A0002004,Transaction Failure,Call Center,2024-09-02 12:00:00,Medium,Account Ops,Resolved,2024-09-04 13:00:00,49.0,Breached,Yes,System/Network
CP0004472,C003759,A0005429,Billing/Charges,Mobile App,2025-12-07 15:00:00,Medium,Digital Support,Resolved,2025-12-09 04:00:00,37.0,Within SLA,No,Fee/Charge Dispute
CP0004473,C003568,A0000338,ATM Issue,Email,2025-11-13 11:00:00,Medium,Cards Team,Resolved,2025-11-13 21:00:00,10.0,Within SLA,No,ATM/Network
CP0004474,C001798,A0000136,Unauthorized Transaction,Branch,2024-07-04 18:00:00,Medium,Account Ops,Resolved,2024-07-07 04:00:00,58.0,Breached,Yes,Fraud/Security
CP0004475,C002772,A0005504,ATM Issue,Call Center,2025-09-16 22:00:00,Medium,Cards Team,Resolved,2025-09-17 16:00:00,18.0,Within SLA,No,ATM/Network
CP0004476,C004018,A0005870,Account Issue,Mobile App,2026-03-06 01:00:00,Medium,Account Ops,Resolved,2026-03-06 09:00:00,8.0,Within SLA,No,Operations
CP0004477,C002494,A0004184,Digital Banking Issue,Branch,2024-08-16 20:00:00,High,Account Ops,Closed,2024-08-18 18:00:00,46.0,Within SLA,No,App/System
CP0004478,C004013,A0006179,Billing/Charges,Mobile App,2024-12-26 11:00:00,High,Digital Support,Resolved,2024-12-27 05:00:00,18.0,Within SLA,No,Fee/Charge Dispute
CP0004479,C000541,A0004976,Digital Banking Issue,Call Center,2026-05-09 12:00:00,Medium,Digital Support,Resolved,2026-05-11 08:00:00,44.0,Within SLA,No,App/System
CP0004480,C003323,A0005156,Transaction Failure,Mobile App,2024-06-02 11:00:00,High,Digital Support,Resolved,2024-06-07 06:00:00,115.0,Breached,Yes,System/Network
CP0004481,C003883,A0001662,Transaction Failure,Email,2025-03-09 18:00:00,Medium,Account Ops,Resolved,2025-03-10 07:00:00,13.0,Within SLA,No,System/Network
CP0004482,C003501,A0002186,Billing/Charges,Email,2024-07-02 21:00:00,High,Digital Support,Resolved,2024-07-05 13:00:00,64.0,Breached,Yes,Fee/Charge Dispute
CP0004483,C000343,A0001951,ATM Issue,Branch,2024-08-24 10:00:00,High,Digital Support,Resolved,2024-08-25 07:00:00,21.0,Within SLA,No,ATM/Network
CP0004484,C001336,A0004603,Account Issue,Call Center,2026-02-04 22:00:00,Low,Account Ops,Resolved,2026-02-06 15:00:00,41.0,Breached,Yes,Operations
CP0004485,C002711,A0006311,ATM Issue,Call Center,2026-03-15 08:00:00,Medium,Cards Team,Pending,,,Open,No,ATM/Network
CP0004486,C003907,A0000450,Unauthorized Transaction,Call Center,2025-03-05 21:00:00,Medium,Payments Team,In Progress,,,Open,No,Fraud/Security
CP0004487,C004992,A0002173,Digital Banking Issue,Call Center,2025-02-13 18:00:00,Medium,Digital Support,Resolved,2025-02-15 18:00:00,48.0,Within SLA,No,App/System
CP0004488,C000502,A0004337,Card Issue,Email,2024-02-05 01:00:00,Low,Branch Ops,Closed,2024-02-06 18:00:00,41.0,Within SLA,No,Card Processing
CP0004489,C003701,A0003948,Card Issue,Mobile App,2025-06-15 23:00:00,Medium,Payments Team,Resolved,2025-06-17 13:00:00,38.0,Within SLA,No,Card Processing
CP0004490,C000278,A0002241,Transaction Failure,Call Center,2026-02-21 21:00:00,High,Payments Team,Resolved,2026-02-23 19:00:00,46.0,Breached,Yes,System/Network
CP0004491,C001999,A0004907,ATM Issue,Branch,2026-06-13 05:00:00,High,Account Ops,Pending,,,Open,No,ATM/Network
CP0004492,C001430,A0005682,Transaction Failure,Branch,2026-06-11 14:00:00,Medium,Cards Team,Pending,,,Open,No,System/Network
CP0004493,C001197,A0005620,Digital Banking Issue,Branch,2026-05-15 19:00:00,Medium,Cards Team,Resolved,2026-05-17 22:00:00,51.0,Breached,Yes,App/System
CP0004494,C001517,A0000905,Transaction Failure,Call Center,2026-01-26 15:00:00,Low,Branch Ops,Resolved,2026-01-28 12:00:00,45.0,Within SLA,No,System/Network
CP0004495,C000980,A0005746,Account Issue,Call Center,2026-01-02 04:00:00,High,Digital Support,Closed,2026-01-04 20:00:00,64.0,Within SLA,No,Operations
CP0004496,C001455,A0001891,ATM Issue,Mobile App,2025-09-18 11:00:00,Medium,Branch Ops,Pending,,,Open,No,ATM/Network
CP0004497,C001328,A0006434,Account Issue,Mobile App,2024-03-11 23:00:00,Medium,Branch Ops,Resolved,2024-03-15 01:00:00,74.0,Breached,Yes,Operations
CP0004498,C004950,A0004558,Unauthorized Transaction,Call Center,2024-04-27 19:00:00,Critical,Cards Team,Resolved,2024-04-28 12:00:00,17.0,Within SLA,No,Fraud/Security
CP0004499,C003229,A0002267,Account Issue,Branch,2025-10-08 15:00:00,Medium,Branch Ops,Resolved,2025-10-09 21:00:00,30.0,Within SLA,No,Operations
CP0004500,C003719,A0003579,Transaction Failure,Branch,2026-04-16 02:00:00,Medium,Digital Support,Resolved,2026-04-17 10:00:00,32.0,Within SLA,No,System/Network
CP0004501,C003811,A0001704,Card Issue,Call Center,2025-12-02 01:00:00,Medium,Digital Support,Closed,2025-12-02 21:00:00,20.0,Within SLA,No,Card Processing
CP0004502,C002054,A0002749,Transaction Failure,Call Center,2026-05-05 21:00:00,High,Digital Support,Resolved,2026-05-07 13:00:00,40.0,Within SLA,No,System/Network
CP0004503,C002049,A0002818,ATM Issue,Email,2025-07-09 11:00:00,High,Account Ops,Closed,2025-07-12 19:00:00,80.0,Breached,Yes,ATM/Network
CP0004504,C002103,A0001779,ATM Issue,Email,2025-02-26 16:00:00,Medium,Digital Support,Resolved,2025-02-28 11:00:00,43.0,Within SLA,No,ATM/Network
CP0004505,C001069,A0000430,Card Issue,Call Center,2025-11-14 06:00:00,Medium,Cards Team,Resolved,2025-11-16 00:00:00,42.0,Breached,Yes,Card Processing
CP0004506,C001221,A0004029,Transaction Failure,Branch,2025-11-06 08:00:00,Medium,Digital Support,Resolved,2025-11-07 19:00:00,35.0,Within SLA,Yes,System/Network
CP0004507,C002583,A0000438,Unauthorized Transaction,Branch,2026-01-29 20:00:00,High,Account Ops,Closed,2026-01-30 16:00:00,20.0,Within SLA,No,Fraud/Security
CP0004508,C003688,A0002408,Card Issue,Call Center,2025-06-28 18:00:00,Medium,Payments Team,Closed,2025-06-29 07:00:00,13.0,Within SLA,No,Card Processing
CP0004509,C000875,A0000141,Card Issue,Mobile App,2024-01-01 17:00:00,Medium,Account Ops,Closed,2024-01-03 09:00:00,40.0,Within SLA,No,Card Processing
CP0004510,C002130,A0004555,Transaction Failure,Mobile App,2025-07-14 03:00:00,High,Branch Ops,Resolved,2025-07-14 22:00:00,19.0,Within SLA,No,System/Network
CP0004511,C002581,A0001412,Account Issue,Mobile App,2024-08-01 14:00:00,High,Account Ops,Resolved,2024-08-04 09:00:00,67.0,Breached,Yes,Operations
CP0004512,C004651,A0001835,Digital Banking Issue,Branch,2025-06-17 06:00:00,Low,Account Ops,Resolved,2025-06-17 08:00:00,2.0,Within SLA,No,App/System
CP0004513,C004681,A0003734,Transaction Failure,Email,2024-03-27 09:00:00,High,Payments Team,Resolved,2024-03-29 03:00:00,42.0,Breached,Yes,System/Network
CP0004514,C000607,A0003683,Card Issue,Call Center,2025-04-15 18:00:00,Medium,Account Ops,Resolved,2025-04-17 01:00:00,31.0,Within SLA,No,Card Processing
CP0004515,C000656,A0003643,Unauthorized Transaction,Web,2026-04-22 05:00:00,Medium,Payments Team,Resolved,2026-04-23 05:00:00,24.0,Within SLA,No,Fraud/Security
CP0004516,C002450,A0005820,Card Issue,Mobile App,2025-06-03 09:00:00,Medium,Account Ops,Resolved,2025-06-06 14:00:00,77.0,Breached,Yes,Card Processing
CP0004517,C002888,A0005889,ATM Issue,Web,2025-03-08 19:00:00,Medium,Digital Support,Resolved,2025-03-13 10:00:00,111.0,Breached,Yes,ATM/Network
CP0004518,C001930,A0005990,Billing/Charges,Call Center,2025-03-01 00:00:00,High,Cards Team,Resolved,2025-03-03 01:00:00,49.0,Breached,Yes,Fee/Charge Dispute
CP0004519,C001263,A0005482,Billing/Charges,Mobile App,2024-12-02 06:00:00,Medium,Digital Support,Resolved,2024-12-03 16:00:00,34.0,Within SLA,No,Fee/Charge Dispute
CP0004520,C000100,A0002274,Billing/Charges,Branch,2025-10-31 01:00:00,Low,Branch Ops,Pending,,,Open,No,Fee/Charge Dispute
CP0004521,C003509,A0000190,ATM Issue,Call Center,2025-04-24 00:00:00,Medium,Account Ops,Resolved,2025-04-25 03:00:00,27.0,Breached,Yes,ATM/Network
CP0004522,C000341,A0002752,ATM Issue,Branch,2024-01-31 18:00:00,Medium,Cards Team,Resolved,2024-02-02 00:00:00,30.0,Within SLA,No,ATM/Network
CP0004523,C004224,A0004874,Billing/Charges,Call Center,2025-11-04 21:00:00,Medium,Branch Ops,Closed,2025-11-06 04:00:00,31.0,Breached,Yes,Fee/Charge Dispute
CP0004524,C001213,A0004559,ATM Issue,Web,2024-01-14 01:00:00,Medium,Account Ops,Resolved,2024-01-17 20:00:00,91.0,Breached,Yes,ATM/Network
CP0004525,C001703,A0005345,Card Issue,Call Center,2024-08-12 15:00:00,Medium,Account Ops,Resolved,2024-08-12 22:00:00,7.0,Within SLA,No,Card Processing
CP0004526,C003648,A0000407,Transaction Failure,Mobile App,2024-06-14 00:00:00,High,Account Ops,In Progress,,,Open,No,System/Network
CP0004527,C005000,A0001174,Digital Banking Issue,Web,2026-06-17 03:00:00,Low,Cards Team,Resolved,2026-06-19 06:00:00,51.0,Breached,Yes,App/System
CP0004528,C001525,A0004587,Digital Banking Issue,Call Center,2026-02-09 07:00:00,High,Payments Team,Resolved,2026-02-11 14:00:00,55.0,Breached,Yes,App/System
CP0004529,C004760,A0004927,ATM Issue,Call Center,2026-06-09 03:00:00,Critical,Payments Team,Resolved,2026-06-09 17:00:00,14.0,Within SLA,No,ATM/Network
CP0004530,C002023,A0004961,Card Issue,Call Center,2025-03-07 00:00:00,Medium,Payments Team,Resolved,2025-03-07 19:00:00,19.0,Within SLA,No,Card Processing
CP0004531,C002015,A0002506,Transaction Failure,Web,2026-01-17 07:00:00,Medium,Digital Support,Pending,,,Open,No,System/Network
CP0004532,C000167,A0005717,Digital Banking Issue,Call Center,2026-03-08 16:00:00,Low,Payments Team,Resolved,2026-03-10 09:00:00,41.0,Within SLA,No,App/System
CP0004533,C000195,A0004019,Billing/Charges,Web,2025-09-04 02:00:00,Low,Cards Team,Pending,,,Open,No,Fee/Charge Dispute
CP0004534,C002371,A0004507,Digital Banking Issue,Call Center,2026-03-20 00:00:00,Medium,Account Ops,In Progress,,,Open,No,App/System
CP0004535,C002114,A0000594,Account Issue,Branch,2025-12-01 10:00:00,Medium,Payments Team,Resolved,2025-12-02 18:00:00,32.0,Breached,Yes,Operations
CP0004536,C003895,A0004265,Digital Banking Issue,Call Center,2025-06-05 18:00:00,High,Payments Team,Closed,2025-06-07 11:00:00,41.0,Within SLA,No,App/System
CP0004537,C001345,A0005227,Digital Banking Issue,Branch,2025-11-01 14:00:00,High,Account Ops,Resolved,2025-11-04 22:00:00,80.0,Breached,Yes,App/System
CP0004538,C000598,A0000084,ATM Issue,Web,2025-09-10 10:00:00,High,Branch Ops,Closed,2025-09-11 09:00:00,23.0,Within SLA,Yes,ATM/Network
CP0004539,C002923,A0001631,Card Issue,Call Center,2024-08-17 10:00:00,Medium,Payments Team,Resolved,2024-08-19 22:00:00,60.0,Breached,Yes,Card Processing
CP0004540,C004754,A0003736,ATM Issue,Branch,2025-03-24 15:00:00,Medium,Branch Ops,Resolved,2025-03-25 15:00:00,24.0,Within SLA,No,ATM/Network
CP0004541,C004320,A0002099,Transaction Failure,Mobile App,2024-08-29 19:00:00,Medium,Account Ops,Resolved,2024-09-01 05:00:00,58.0,Breached,Yes,System/Network
CP0004542,C002817,A0004515,Transaction Failure,Branch,2024-11-16 19:00:00,Medium,Cards Team,Closed,2024-11-19 20:00:00,73.0,Breached,Yes,System/Network
CP0004543,C000418,A0002591,Transaction Failure,Branch,2025-02-27 23:00:00,Medium,Payments Team,Resolved,2025-03-01 10:00:00,35.0,Within SLA,Yes,System/Network
CP0004544,C003787,A0005386,Billing/Charges,Call Center,2026-01-11 06:00:00,Medium,Account Ops,Resolved,2026-01-13 00:00:00,42.0,Within SLA,No,Fee/Charge Dispute
CP0004545,C003428,A0004018,Card Issue,Call Center,2025-08-17 05:00:00,Medium,Digital Support,Resolved,2025-08-20 15:00:00,82.0,Breached,Yes,Card Processing
CP0004546,C004266,A0002251,ATM Issue,Call Center,2025-12-29 21:00:00,Medium,Branch Ops,Closed,2026-01-01 00:00:00,51.0,Breached,Yes,ATM/Network
CP0004547,C002341,A0003583,Billing/Charges,Mobile App,2025-11-07 10:00:00,Medium,Payments Team,Pending,,,Open,Yes,Fee/Charge Dispute
CP0004548,C001858,A0004368,Account Issue,Call Center,2025-12-08 12:00:00,Medium,Payments Team,Pending,,,Open,No,Operations
CP0004549,C000003,A0005102,Account Issue,Email,2024-01-18 23:00:00,Medium,Branch Ops,Closed,2024-01-19 21:00:00,22.0,Within SLA,No,Operations
CP0004550,C004885,A0002395,Billing/Charges,Branch,2024-06-30 16:00:00,Medium,Cards Team,Resolved,2024-07-03 10:00:00,66.0,Within SLA,No,Fee/Charge Dispute
CP0004551,C002365,A0006285,Transaction Failure,Mobile App,2026-01-16 07:00:00,Medium,Cards Team,Resolved,2026-01-18 07:00:00,48.0,Within SLA,No,System/Network
CP0004552,C001265,A0004894,ATM Issue,Mobile App,2025-09-26 20:00:00,Critical,Digital Support,Pending,,,Open,No,ATM/Network
CP0004553,C004965,A0000922,Card Issue,Branch,2025-02-06 11:00:00,Low,Branch Ops,Pending,,,Open,No,Card Processing
CP0004554,C000217,A0002484,Card Issue,Mobile App,2026-06-29 21:00:00,Medium,Payments Team,Resolved,2026-07-03 00:00:00,75.0,Breached,Yes,Card Processing
CP0004555,C000358,A0004335,Card Issue,Call Center,2024-06-13 14:00:00,Low,Payments Team,Resolved,2024-06-17 16:00:00,98.0,Breached,Yes,Card Processing
CP0004556,C003047,A0004434,Transaction Failure,Call Center,2024-05-15 09:00:00,Medium,Cards Team,Resolved,2024-05-16 05:00:00,20.0,Within SLA,No,System/Network
CP0004557,C002122,A0003209,ATM Issue,Mobile App,2024-05-05 19:00:00,Medium,Digital Support,Resolved,2024-05-07 16:00:00,45.0,Within SLA,No,ATM/Network
CP0004558,C004719,A0001779,ATM Issue,Call Center,2024-08-11 10:00:00,Medium,Digital Support,Closed,2024-08-12 18:00:00,32.0,Breached,Yes,ATM/Network
CP0004559,C004492,A0004785,Card Issue,Branch,2026-03-09 07:00:00,Critical,Account Ops,Pending,,,Open,No,Card Processing
CP0004560,C000294,A0000385,Digital Banking Issue,Call Center,2025-03-27 07:00:00,Medium,Payments Team,Resolved,2025-03-30 09:00:00,74.0,Breached,Yes,App/System
CP0004561,C002300,A0006422,Transaction Failure,Web,2026-02-25 15:00:00,Medium,Branch Ops,Pending,,,Open,No,System/Network
CP0004562,C001558,A0001482,Account Issue,Web,2024-04-17 15:00:00,Critical,Account Ops,Resolved,2024-04-20 10:00:00,67.0,Breached,Yes,Operations
CP0004563,C002137,A0001656,Billing/Charges,Call Center,2024-09-23 08:00:00,Medium,Payments Team,Resolved,2024-09-26 05:00:00,69.0,Within SLA,No,Fee/Charge Dispute
CP0004564,C004431,A0006085,ATM Issue,Branch,2025-09-24 14:00:00,High,Digital Support,In Progress,,,Open,No,ATM/Network
CP0004565,C001511,A0005423,Billing/Charges,Email,2024-05-11 18:00:00,Low,Digital Support,Resolved,2024-05-12 14:00:00,20.0,Within SLA,No,Fee/Charge Dispute
CP0004566,C002161,A0003972,Account Issue,Call Center,2026-05-21 02:00:00,Critical,Cards Team,Resolved,2026-05-22 11:00:00,33.0,Breached,Yes,Operations
CP0004567,C004863,A0005003,Card Issue,Mobile App,2024-06-21 16:00:00,Critical,Account Ops,Resolved,2024-06-22 08:00:00,16.0,Within SLA,No,Card Processing
CP0004568,C003569,A0000477,Account Issue,Call Center,2025-09-05 12:00:00,Critical,Branch Ops,Resolved,2025-09-06 21:00:00,33.0,Breached,Yes,Operations
CP0004569,C004060,A0002765,ATM Issue,Email,2026-01-12 16:00:00,Medium,Cards Team,Closed,2026-01-13 22:00:00,30.0,Within SLA,No,ATM/Network
CP0004570,C001722,A0001002,Billing/Charges,Call Center,2025-12-02 12:00:00,Critical,Account Ops,Resolved,2025-12-03 10:00:00,22.0,Within SLA,No,Fee/Charge Dispute
CP0004571,C001013,A0000144,Billing/Charges,Call Center,2024-11-03 12:00:00,High,Payments Team,Pending,,,Open,No,Fee/Charge Dispute
CP0004572,C003517,A0006010,Card Issue,Call Center,2026-05-23 23:00:00,Medium,Digital Support,Resolved,2026-05-26 09:00:00,58.0,Breached,Yes,Card Processing
CP0004573,C004955,A0003899,Billing/Charges,Branch,2024-11-14 14:00:00,High,Payments Team,Closed,2024-11-17 09:00:00,67.0,Within SLA,No,Fee/Charge Dispute
CP0004574,C004105,A0000305,Digital Banking Issue,Mobile App,2024-04-12 01:00:00,Medium,Cards Team,Pending,,,Open,No,App/System
CP0004575,C002917,A0003434,Card Issue,Call Center,2025-03-21 14:00:00,Critical,Digital Support,Resolved,2025-03-22 08:00:00,18.0,Within SLA,No,Card Processing
CP0004576,C004934,A0003705,Transaction Failure,Branch,2025-05-31 07:00:00,Medium,Account Ops,Resolved,2025-06-01 01:00:00,18.0,Within SLA,No,System/Network
CP0004577,C000377,A0004500,Card Issue,Mobile App,2024-08-10 06:00:00,High,Payments Team,In Progress,,,Open,No,Card Processing
CP0004578,C000649,A0005365,ATM Issue,Call Center,2025-08-27 15:00:00,Low,Cards Team,Closed,2025-08-28 02:00:00,11.0,Within SLA,No,ATM/Network
CP0004579,C003330,A0001303,Card Issue,Web,2025-10-14 11:00:00,Medium,Account Ops,Resolved,2025-10-16 15:00:00,52.0,Breached,Yes,Card Processing
CP0004580,C004653,A0001828,Transaction Failure,Call Center,2025-10-15 18:00:00,Medium,Cards Team,Closed,2025-10-16 23:00:00,29.0,Within SLA,No,System/Network
CP0004581,C002710,A0002698,ATM Issue,Call Center,2025-09-19 05:00:00,Medium,Branch Ops,Resolved,2025-09-20 08:00:00,27.0,Within SLA,Yes,ATM/Network
CP0004582,C004267,A0004960,Transaction Failure,Call Center,2024-10-02 07:00:00,Medium,Payments Team,Resolved,2024-10-04 03:00:00,44.0,Within SLA,No,System/Network
CP0004583,C003892,A0000699,Card Issue,Web,2025-02-09 05:00:00,Medium,Cards Team,Closed,2025-02-12 15:00:00,82.0,Breached,Yes,Card Processing
CP0004584,C004130,A0003328,Account Issue,Branch,2026-04-30 00:00:00,High,Cards Team,Closed,2026-04-30 02:00:00,2.0,Within SLA,No,Operations
CP0004585,C003697,A0003789,Card Issue,Web,2024-09-11 03:00:00,Medium,Branch Ops,Resolved,2024-09-12 12:00:00,33.0,Within SLA,No,Card Processing
CP0004586,C001723,A0000667,ATM Issue,Mobile App,2026-02-18 03:00:00,Critical,Digital Support,Resolved,2026-02-20 16:00:00,61.0,Breached,Yes,ATM/Network
CP0004587,C003739,A0003913,Card Issue,Call Center,2025-01-06 15:00:00,Medium,Payments Team,Pending,,,Open,No,Card Processing
CP0004588,C002167,A0005674,Billing/Charges,Email,2026-01-12 12:00:00,Medium,Cards Team,In Progress,,,Open,No,Fee/Charge Dispute
CP0004589,C001506,A0001669,Billing/Charges,Call Center,2024-05-07 20:00:00,High,Cards Team,In Progress,,,Open,No,Fee/Charge Dispute
CP0004590,C004981,A0005350,ATM Issue,Branch,2025-09-24 12:00:00,Medium,Digital Support,Resolved,2025-09-24 17:00:00,5.0,Within SLA,No,ATM/Network
CP0004591,C001562,A0000314,Transaction Failure,Call Center,2025-03-07 13:00:00,High,Cards Team,Resolved,2025-03-09 13:00:00,48.0,Breached,Yes,System/Network
CP0004592,C003585,A0002710,Card Issue,Call Center,2024-10-08 17:00:00,Medium,Cards Team,Resolved,2024-10-09 22:00:00,29.0,Within SLA,Yes,Card Processing
CP0004593,C001982,A0003147,Unauthorized Transaction,Web,2025-02-06 12:00:00,Medium,Cards Team,Closed,2025-02-10 04:00:00,88.0,Breached,Yes,Fraud/Security
CP0004594,C002317,A0002604,Transaction Failure,Call Center,2024-02-03 03:00:00,High,Cards Team,Resolved,2024-02-05 21:00:00,66.0,Breached,Yes,System/Network
CP0004595,C000387,A0005730,ATM Issue,Call Center,2025-04-03 07:00:00,Critical,Payments Team,Resolved,2025-04-04 21:00:00,38.0,Within SLA,No,ATM/Network
CP0004596,C003010,A0002445,Transaction Failure,Call Center,2024-01-19 03:00:00,High,Digital Support,Resolved,2024-01-20 06:00:00,27.0,Breached,Yes,System/Network
CP0004597,C001733,A0001808,Card Issue,Call Center,2025-12-01 06:00:00,Medium,Branch Ops,Pending,,,Open,No,Card Processing
CP0004598,C002387,A0003186,Card Issue,Email,2025-05-10 17:00:00,Medium,Branch Ops,Resolved,2025-05-11 22:00:00,29.0,Within SLA,No,Card Processing
CP0004599,C002107,A0001912,Billing/Charges,Mobile App,2026-05-20 07:00:00,Medium,Digital Support,In Progress,,,Open,No,Fee/Charge Dispute
CP0004600,C001376,A0005590,Card Issue,Call Center,2025-05-28 21:00:00,Medium,Digital Support,Closed,2025-05-31 21:00:00,72.0,Within SLA,No,Card Processing
CP0004601,C003678,A0005170,Billing/Charges,Branch,2025-06-28 04:00:00,Medium,Branch Ops,Resolved,2025-06-29 04:00:00,24.0,Within SLA,No,Fee/Charge Dispute
CP0004602,C004810,A0004793,Transaction Failure,Call Center,2025-12-21 03:00:00,Medium,Branch Ops,Resolved,2025-12-22 21:00:00,42.0,Within SLA,No,System/Network
CP0004603,C002281,A0001218,Billing/Charges,Email,2024-01-17 09:00:00,Medium,Branch Ops,Resolved,2024-01-18 02:00:00,17.0,Within SLA,No,Fee/Charge Dispute
CP0004604,C000621,A0003847,Account Issue,Call Center,2025-06-16 23:00:00,High,Payments Team,Resolved,2025-06-18 08:00:00,33.0,Within SLA,No,Operations
CP0004605,C002028,A0001158,Digital Banking Issue,Email,2026-06-30 06:00:00,Medium,Account Ops,Resolved,2026-07-01 09:00:00,27.0,Within SLA,No,App/System
CP0004606,C004581,A0005714,Card Issue,Email,2025-04-16 03:00:00,Medium,Account Ops,Pending,,,Open,No,Card Processing
CP0004607,C004504,A0001597,Card Issue,Web,2025-03-26 12:00:00,Medium,Account Ops,Resolved,2025-03-27 19:00:00,31.0,Within SLA,No,Card Processing
CP0004608,C004763,A0001055,Digital Banking Issue,Call Center,2026-03-05 03:00:00,Medium,Account Ops,Resolved,2026-03-06 12:00:00,33.0,Within SLA,No,App/System
CP0004609,C003430,A0000286,Card Issue,Call Center,2025-11-11 22:00:00,High,Digital Support,Resolved,2025-11-13 09:00:00,35.0,Breached,Yes,Card Processing
CP0004610,C003654,A0003111,ATM Issue,Web,2024-04-08 07:00:00,Medium,Cards Team,In Progress,,,Open,No,ATM/Network
CP0004611,C000276,A0006157,Billing/Charges,Web,2024-02-05 11:00:00,Medium,Digital Support,Resolved,2024-02-07 21:00:00,58.0,Breached,Yes,Fee/Charge Dispute
CP0004612,C003340,A0004125,Transaction Failure,Call Center,2024-06-26 06:00:00,High,Cards Team,Resolved,2024-06-27 21:00:00,39.0,Within SLA,No,System/Network
CP0004613,C003756,A0002868,Billing/Charges,Email,2026-04-05 18:00:00,Low,Payments Team,Pending,,,Open,Yes,Fee/Charge Dispute
CP0004614,C002055,A0001784,ATM Issue,Call Center,2025-06-30 19:00:00,High,Branch Ops,Resolved,2025-07-04 01:00:00,78.0,Breached,Yes,ATM/Network
CP0004615,C000028,A0002905,Transaction Failure,Mobile App,2025-06-14 04:00:00,Medium,Cards Team,Resolved,2025-06-20 13:00:00,153.0,Breached,Yes,System/Network
CP0004616,C003711,A0005001,Transaction Failure,Branch,2026-06-11 07:00:00,Low,Branch Ops,Resolved,2026-06-12 14:00:00,31.0,Breached,Yes,System/Network
CP0004617,C002994,A0001042,Billing/Charges,Call Center,2024-05-17 04:00:00,Medium,Branch Ops,Pending,,,Open,No,Fee/Charge Dispute
CP0004618,C000063,A0006464,Card Issue,Call Center,2024-04-29 18:00:00,Medium,Branch Ops,Resolved,2024-04-30 07:00:00,13.0,Within SLA,No,Card Processing
CP0004619,C003454,A0003420,Unauthorized Transaction,Call Center,2025-12-04 21:00:00,Medium,Payments Team,Resolved,2025-12-05 23:00:00,26.0,Within SLA,No,Fraud/Security
CP0004620,C000112,A0003353,Account Issue,Call Center,2024-11-13 03:00:00,Medium,Digital Support,Resolved,2024-11-15 12:00:00,57.0,Within SLA,No,Operations
CP0004621,C004098,A0000950,ATM Issue,Call Center,2024-02-23 10:00:00,Medium,Digital Support,Resolved,2024-02-25 06:00:00,44.0,Within SLA,No,ATM/Network
CP0004622,C002586,A0001601,Billing/Charges,Call Center,2025-09-27 02:00:00,High,Cards Team,Resolved,2025-09-28 01:00:00,23.0,Within SLA,No,Fee/Charge Dispute
CP0004623,C003551,A0002156,Transaction Failure,Call Center,2025-10-25 12:00:00,Medium,Digital Support,Resolved,2025-10-25 22:00:00,10.0,Within SLA,No,System/Network
CP0004624,C004222,A0000185,Transaction Failure,Call Center,2025-01-15 09:00:00,High,Account Ops,Resolved,2025-01-16 00:00:00,15.0,Within SLA,Yes,System/Network
